ARAC_SID,toplam_denetim,olumsuz_denetim,olumlu_denetim,ilk_denetim_tar,son_denetim_tar,OLUMSUZ_ORAN
5696,1299,225,1074,2024-01-03,2025-12-30,0.173
5697,2017,621,1396,2024-01-11,2025-12-31,0.308
5698,2346,565,1781,2024-01-04,2025-12-31,0.241
5699,1206,138,1068,2024-01-12,2025-12-31,0.114
5700,2205,327,1878,2024-01-04,2025-12-31,0.148
5701,1225,441,784,2024-01-25,2025-12-31,0.36
5702,1114,394,720,2024-01-03,2025-12-31,0.354
5703,989,332,657,2024-01-05,2025-12-31,0.336
5704,352,169,183,2024-02-26,2025-12-27,0.48
5705,344,157,187,2024-02-17,2025-12-27,0.456
5706,278,91,187,2024-06-20,2025-12-28,0.327
5707,314,147,167,2024-01-09,2025-12-31,0.468
5708,1761,366,1395,2024-01-01,2025-12-30,0.208
5709,1812,422,1390,2024-01-01,2025-12-30,0.233
5710,1877,730,1147,2024-01-01,2025-12-31,0.389
5711,1955,944,1011,2024-01-08,2025-12-31,0.483
5712,1868,367,1501,2024-01-12,2025-12-31,0.196
5713,1763,801,962,2024-01-02,2025-12-31,0.454
5714,1737,275,1462,2024-01-01,2025-12-31,0.158
5715,1584,119,1465,2024-01-01,2025-12-31,0.075
5716,1813,301,1512,2024-01-01,2025-12-31,0.166
5717,1722,255,1467,2024-01-02,2025-12-31,0.148
5718,635,98,537,2024-01-05,2025-12-30,0.154
5719,575,266,309,2024-01-16,2025-12-30,0.463
5720,866,76,790,2024-01-05,2025-12-31,0.088
5721,694,149,545,2024-01-09,2025-11-03,0.215
5722,1773,735,1038,2024-01-01,2025-12-31,0.415
5723,1718,399,1319,2024-01-01,2025-12-31,0.232
5724,1567,91,1476,2024-01-01,2025-12-31,0.058
5725,1776,576,1200,2024-01-01,2025-12-30,0.324
5726,1839,105,1734,2024-01-01,2025-12-31,0.057
5727,1677,458,1219,2024-01-02,2025-12-31,0.273
5728,1754,194,1560,2024-01-01,2025-12-31,0.111
5729,1939,152,1787,2024-01-01,2025-12-31,0.078
5730,1755,342,1413,2024-01-01,2025-12-31,0.195
5731,973,321,652,2024-02-01,2025-12-16,0.33
5732,931,187,744,2024-01-02,2025-12-31,0.201
5733,1182,126,1056,2024-01-02,2025-12-31,0.107
5734,863,141,722,2024-01-01,2025-12-31,0.163
5735,991,192,799,2024-01-03,2025-12-30,0.194
5736,818,98,720,2024-01-08,2025-12-30,0.12
5737,995,174,821,2024-01-01,2025-12-31,0.175
5738,1029,245,784,2024-01-05,2025-12-31,0.238
5739,819,143,676,2024-01-10,2025-12-31,0.175
5740,834,129,705,2024-01-11,2025-12-31,0.155
5741,1205,262,943,2024-01-04,2025-12-31,0.217
5742,1102,168,934,2024-01-21,2025-12-31,0.152
5743,1212,189,1023,2024-02-20,2025-12-31,0.156
5744,1110,249,861,2024-01-16,2025-12-31,0.224
5745,727,106,621,2024-01-06,2025-12-31,0.146
5746,847,91,756,2024-01-03,2025-12-31,0.107
5747,991,137,854,2024-01-03,2025-12-31,0.138
5748,695,236,459,2024-01-10,2025-12-31,0.34
5749,689,76,613,2024-01-09,2025-12-30,0.11
5750,913,127,786,2024-01-17,2025-12-31,0.139
5751,936,104,832,2024-01-05,2025-12-02,0.111
5752,1146,155,991,2024-01-05,2025-12-30,0.135
5753,1297,354,943,2024-01-02,2025-12-30,0.273
5754,1160,234,926,2024-01-09,2025-12-29,0.202
5755,1259,386,873,2024-01-04,2025-12-31,0.307
5756,1186,239,947,2024-01-02,2025-12-30,0.202
5757,1265,471,794,2024-01-09,2025-12-31,0.372
5758,1090,304,786,2024-01-02,2025-12-31,0.279
5759,1348,301,1047,2024-01-16,2025-12-30,0.223
5760,1300,143,1157,2024-01-05,2025-12-31,0.11
5761,1344,204,1140,2024-01-05,2025-12-31,0.152
5762,514,61,453,2024-03-12,2025-12-31,0.119
5763,330,33,297,2024-01-11,2025-12-31,0.1
5764,334,66,268,2024-01-24,2025-12-31,0.198
5765,263,43,220,2024-01-22,2025-12-29,0.163
5766,337,71,266,2024-01-19,2025-12-17,0.211
5767,568,43,525,2024-01-26,2025-12-29,0.076
5768,717,119,598,2024-01-05,2025-12-31,0.166
5769,441,82,359,2024-02-23,2025-12-30,0.186
5770,222,70,152,2024-02-03,2025-12-31,0.315
5771,169,21,148,2024-01-21,2025-12-31,0.124
5772,454,34,420,2024-01-05,2025-12-31,0.075
5773,362,61,301,2024-01-14,2025-12-19,0.169
5774,1179,338,841,2024-01-02,2025-12-29,0.287
5775,1198,277,921,2024-02-13,2025-12-31,0.231
5776,1180,352,828,2024-01-10,2025-12-31,0.298
5777,1110,177,933,2024-01-26,2025-12-28,0.159
5778,512,110,402,2024-01-03,2025-12-30,0.215
5779,880,79,801,2024-01-01,2025-12-31,0.09
5780,1083,31,1052,2024-01-07,2025-12-31,0.029
5781,735,57,678,2024-01-05,2025-12-31,0.078
5782,750,256,494,2024-01-01,2025-12-31,0.341
5783,170,33,137,2024-01-05,2025-11-11,0.194
5784,231,69,162,2024-01-23,2025-12-25,0.299
5785,374,200,174,2024-01-31,2025-12-29,0.535
5786,334,74,260,2024-01-16,2025-12-29,0.222
5787,393,211,182,2024-03-06,2025-12-31,0.537
5788,522,380,142,2024-02-27,2025-12-30,0.728
5789,517,300,217,2024-01-13,2025-12-29,0.58
5790,778,580,198,2024-01-20,2025-12-31,0.746
5791,361,199,162,2024-01-05,2025-12-31,0.551
5792,611,372,239,2024-03-16,2025-12-25,0.609
5793,365,238,127,2024-01-18,2025-12-29,0.652
5794,326,126,200,2024-01-05,2025-12-29,0.387
5795,459,261,198,2024-01-18,2025-12-31,0.569
5796,525,335,190,2024-01-15,2025-12-29,0.638
5797,811,30,781,2024-01-04,2025-12-26,0.037
5798,844,97,747,2024-01-04,2025-12-19,0.115
5799,569,90,479,2024-01-02,2025-12-31,0.158
5800,646,275,371,2024-01-05,2025-12-31,0.426
5801,1425,178,1247,2024-01-24,2025-12-31,0.125
5802,1345,73,1272,2024-01-02,2025-12-31,0.054
5803,1548,308,1240,2024-01-09,2025-12-31,0.199
5804,1649,538,1111,2024-01-01,2025-12-31,0.326
5805,1541,354,1187,2024-01-01,2025-12-30,0.23
5806,1670,700,970,2024-01-01,2025-12-31,0.419
5807,1599,496,1103,2024-01-01,2025-12-31,0.31
5808,1625,488,1137,2024-01-02,2025-12-31,0.3
5809,1643,290,1353,2024-01-01,2025-12-31,0.177
5810,779,243,536,2024-01-03,2025-12-31,0.312
5811,1699,420,1279,2024-01-01,2025-12-31,0.247
5812,1440,40,1400,2024-01-01,2025-12-31,0.028
5813,1137,101,1036,2024-01-01,2025-12-31,0.089
5814,1752,146,1606,2024-01-02,2025-12-31,0.083
5815,2397,123,2274,2024-01-01,2025-12-31,0.051
5816,1792,84,1708,2024-01-01,2025-12-31,0.047
5817,800,245,555,2024-01-01,2025-12-31,0.306
5818,1768,165,1603,2024-01-01,2025-12-31,0.093
5819,1037,268,769,2024-01-02,2025-12-31,0.258
5820,1622,134,1488,2024-01-02,2025-12-31,0.083
5821,2850,334,2516,2024-01-01,2025-12-31,0.117
5822,1109,245,864,2024-01-05,2025-12-31,0.221
5823,1118,156,962,2024-01-03,2025-12-31,0.14
5824,1210,175,1035,2024-01-01,2025-12-31,0.145
5825,2189,164,2025,2024-01-03,2025-12-31,0.075
5826,1286,540,746,2024-01-02,2025-12-26,0.42
5827,1918,422,1496,2024-01-09,2025-12-31,0.22
5828,2607,432,2175,2024-01-01,2025-12-31,0.166
5829,1725,347,1378,2024-01-06,2025-12-31,0.201
5830,1050,138,912,2024-01-03,2025-12-31,0.131
5831,1583,198,1385,2024-01-03,2025-12-31,0.125
5832,2039,671,1368,2024-01-01,2025-12-31,0.329
5833,2326,391,1935,2024-01-01,2025-12-31,0.168
5835,1476,121,1355,2024-01-02,2025-12-30,0.082
5836,1721,222,1499,2024-01-01,2025-12-31,0.129
5837,2341,155,2186,2024-01-01,2025-12-31,0.066
5838,1620,209,1411,2024-01-02,2025-12-31,0.129
5839,1954,423,1531,2024-01-02,2025-12-31,0.216
5840,2001,346,1655,2024-01-01,2025-12-31,0.173
5841,1631,187,1444,2024-01-03,2025-12-30,0.115
5842,1598,107,1491,2024-01-07,2025-12-31,0.067
5843,1591,266,1325,2024-01-01,2025-12-31,0.167
5844,1598,240,1358,2024-01-04,2025-12-31,0.15
5845,1177,165,1012,2024-01-04,2025-12-31,0.14
5846,1470,226,1244,2024-01-03,2025-12-31,0.154
5847,1540,246,1294,2024-01-01,2025-12-31,0.16
5848,790,330,460,2024-01-02,2025-12-30,0.418
5849,1463,131,1332,2024-01-01,2025-12-31,0.09
5850,1352,191,1161,2024-05-03,2025-12-31,0.141
5851,2148,286,1862,2024-01-01,2025-12-29,0.133
5852,1699,262,1437,2024-01-02,2025-12-31,0.154
5853,1734,30,1704,2024-01-08,2025-12-31,0.017
5854,1778,272,1506,2024-01-07,2025-12-31,0.153
5857,1551,154,1397,2024-01-02,2025-12-31,0.099
5858,861,62,799,2024-01-02,2025-12-31,0.072
5859,1169,288,881,2024-01-01,2025-12-30,0.246
5860,976,93,883,2024-01-02,2025-12-31,0.095
5861,1434,129,1305,2024-01-01,2025-12-31,0.09
5862,2078,207,1871,2024-01-04,2025-12-31,0.1
5863,2622,147,2475,2024-01-02,2025-12-30,0.056
5864,1169,397,772,2024-01-02,2025-12-29,0.34
5865,1976,389,1587,2024-01-02,2025-12-31,0.197
5866,1150,263,887,2024-01-01,2025-12-31,0.229
5867,1347,286,1061,2024-01-10,2025-12-30,0.212
5868,796,156,640,2024-01-02,2025-12-31,0.196
5869,828,202,626,2024-01-05,2025-12-30,0.244
5870,1604,344,1260,2024-01-12,2025-12-31,0.214
5871,2207,219,1988,2024-01-01,2025-12-30,0.099
5872,2132,338,1794,2024-01-01,2025-12-31,0.159
5873,2369,573,1796,2024-01-01,2025-12-31,0.242
5874,1620,164,1456,2024-01-03,2025-12-31,0.101
5875,1244,141,1103,2024-01-01,2025-12-29,0.113
5876,193,6,187,2025-10-16,2025-12-31,0.031
5877,410,53,357,2024-08-14,2025-12-31,0.129
5878,1026,104,922,2024-01-02,2025-12-31,0.101
5879,1545,53,1492,2024-01-01,2025-12-31,0.034
5880,2505,60,2445,2024-01-01,2025-12-31,0.024
5881,1528,65,1463,2024-02-05,2025-12-31,0.043
5882,1281,50,1231,2024-01-01,2025-12-31,0.039
5883,1257,176,1081,2024-01-01,2025-12-29,0.14
5884,1429,70,1359,2024-01-16,2025-12-31,0.049
5885,2274,469,1805,2024-01-01,2025-12-30,0.206
5886,1471,200,1271,2024-01-03,2025-12-31,0.136
5887,1683,424,1259,2024-01-01,2025-12-31,0.252
5888,1114,350,764,2024-01-02,2025-12-31,0.314
5889,1418,102,1316,2024-01-12,2025-12-31,0.072
5890,2347,205,2142,2024-01-01,2025-12-31,0.087
5891,2153,109,2044,2024-01-02,2025-12-31,0.051
5892,2229,143,2086,2024-01-09,2025-12-30,0.064
5893,193,44,149,2025-11-09,2025-12-30,0.228
5894,1842,561,1281,2024-03-23,2025-12-30,0.305
5895,234,10,224,2025-03-20,2025-12-31,0.043
5896,2034,163,1871,2024-01-01,2025-12-31,0.08
5897,1281,254,1027,2024-01-01,2025-12-31,0.198
5898,2498,338,2160,2024-01-01,2025-12-31,0.135
5899,1850,283,1567,2024-01-01,2025-12-31,0.153
5900,1380,518,862,2024-01-01,2025-12-31,0.375
5901,382,34,348,2024-02-22,2025-12-31,0.089
5902,956,326,630,2024-01-11,2025-12-31,0.341
5903,641,245,396,2024-01-11,2025-12-24,0.382
5904,545,80,465,2024-01-11,2025-12-31,0.147
5905,300,118,182,2024-01-31,2025-12-30,0.393
5906,257,89,168,2024-01-18,2025-12-28,0.346
5907,480,331,149,2024-03-09,2025-12-30,0.69
5908,535,384,151,2024-01-13,2025-12-31,0.718
5909,292,142,150,2024-01-21,2025-12-29,0.486
5910,474,268,206,2024-03-01,2025-12-30,0.565
5911,539,388,151,2024-01-18,2025-12-30,0.72
5912,352,220,132,2024-01-05,2025-12-28,0.625
5913,261,116,145,2024-01-20,2025-12-30,0.444
5914,329,100,229,2024-03-27,2025-12-31,0.304
5915,371,130,241,2024-01-02,2025-12-29,0.35
5916,622,440,182,2024-01-06,2025-12-27,0.707
5917,964,326,638,2024-01-01,2025-12-19,0.338
5919,1333,665,668,2024-02-20,2025-12-31,0.499
5920,505,273,232,2024-02-29,2025-12-28,0.541
5921,1202,502,700,2024-01-04,2025-12-30,0.418
5922,1254,358,896,2024-01-05,2025-12-31,0.285
5923,1189,244,945,2024-01-01,2025-12-29,0.205
5924,300,27,273,2024-02-02,2025-12-29,0.09
5925,523,42,481,2024-02-04,2025-12-29,0.08
5926,432,80,352,2024-03-19,2025-12-31,0.185
5927,546,56,490,2024-01-26,2025-12-31,0.103
5928,676,53,623,2024-02-12,2025-12-24,0.078
5929,659,97,562,2024-01-23,2025-12-30,0.147
5930,574,80,494,2024-01-19,2025-12-06,0.139
5931,446,46,400,2024-02-19,2025-12-31,0.103
5932,677,80,597,2024-02-12,2025-12-31,0.118
5933,123,21,102,2024-03-06,2025-12-24,0.171
5934,252,19,233,2024-01-20,2025-12-28,0.075
5937,1144,310,834,2024-02-06,2025-12-31,0.271
5938,1082,420,662,2024-01-10,2025-12-31,0.388
5939,1137,470,667,2024-01-03,2025-12-31,0.413
5940,1189,212,977,2024-01-15,2025-12-30,0.178
5941,1300,472,828,2024-01-17,2025-12-31,0.363
5943,568,46,522,2024-01-28,2025-12-31,0.081
5944,1754,729,1025,2024-01-02,2025-12-30,0.416
5945,1940,480,1460,2024-01-01,2025-12-31,0.247
5946,1175,198,977,2024-01-02,2025-12-29,0.169
5947,1425,435,990,2024-01-02,2025-12-31,0.305
5948,1162,199,963,2024-01-02,2025-12-30,0.171
5949,1417,159,1258,2024-01-02,2025-12-29,0.112
5950,1193,149,1044,2024-01-03,2025-12-31,0.125
5951,1010,146,864,2024-01-04,2025-12-28,0.145
5952,1375,168,1207,2024-01-05,2025-12-31,0.122
5953,1135,179,956,2024-01-03,2025-12-30,0.158
5954,1266,189,1077,2024-01-02,2025-12-30,0.149
5955,1254,282,972,2024-01-09,2025-12-31,0.225
5956,1139,368,771,2024-01-02,2025-12-30,0.323
5957,1086,224,862,2024-01-03,2025-12-31,0.206
5958,1175,243,932,2024-01-01,2025-12-30,0.207
5959,1250,199,1051,2024-01-03,2025-12-31,0.159
5960,1197,268,929,2024-01-03,2025-12-31,0.224
5961,1113,244,869,2024-01-02,2025-12-30,0.219
5962,1222,241,981,2024-01-02,2025-12-31,0.197
5963,1102,238,864,2024-01-02,2025-12-31,0.216
5964,1300,191,1109,2024-01-01,2025-12-30,0.147
5965,1198,112,1086,2024-01-05,2025-12-31,0.093
5966,1070,152,918,2024-01-01,2025-12-31,0.142
5967,1174,203,971,2024-01-02,2025-12-30,0.173
5968,1013,130,883,2024-01-08,2025-12-30,0.128
5969,894,169,725,2024-01-12,2025-11-06,0.189
5970,985,276,709,2024-01-01,2025-12-31,0.28
5971,1109,299,810,2024-01-01,2025-12-31,0.27
5972,1220,346,874,2024-01-02,2025-12-30,0.284
5973,1145,112,1033,2024-02-01,2025-12-14,0.098
5974,1124,246,878,2024-01-04,2025-12-27,0.219
5975,992,162,830,2024-01-03,2025-12-31,0.163
5976,928,141,787,2024-01-03,2025-12-31,0.152
5977,819,139,680,2024-01-08,2025-12-31,0.17
5978,1189,157,1032,2024-01-05,2025-12-31,0.132
5979,1046,243,803,2024-01-02,2025-12-31,0.232
5980,1195,261,934,2024-01-10,2025-12-31,0.218
5981,1337,451,886,2024-01-15,2025-12-31,0.337
5982,1381,563,818,2024-02-14,2025-12-31,0.408
5983,1169,354,815,2024-01-15,2025-12-30,0.303
5984,1218,183,1035,2024-01-04,2025-12-28,0.15
5985,1189,371,818,2024-01-17,2025-12-31,0.312
5986,1086,242,844,2024-01-02,2025-12-31,0.223
5987,1185,344,841,2024-01-03,2025-12-29,0.29
5988,795,290,505,2024-01-01,2025-12-29,0.365
5989,1064,410,654,2024-01-01,2025-12-30,0.385
5990,883,307,576,2024-01-01,2025-12-31,0.348
5991,401,206,195,2024-01-19,2025-12-29,0.514
5992,515,337,178,2024-01-04,2025-12-28,0.654
5996,1154,183,971,2024-01-12,2025-12-31,0.159
5997,2217,795,1422,2024-01-05,2025-12-31,0.359
5998,2017,345,1672,2024-01-01,2025-12-31,0.171
5999,1754,741,1013,2024-01-01,2025-12-31,0.422
6000,1783,201,1582,2024-01-02,2025-12-31,0.113
6001,1458,141,1317,2024-01-02,2025-12-30,0.097
6002,928,294,634,2024-01-11,2025-12-31,0.317
6003,1249,202,1047,2024-01-01,2025-12-31,0.162
6004,1679,844,835,2024-01-02,2025-12-31,0.503
6005,1757,392,1365,2024-01-01,2025-12-31,0.223
6006,1660,746,914,2024-01-01,2025-12-31,0.449
6007,954,411,543,2024-01-03,2025-12-30,0.431
6008,1619,713,906,2024-01-01,2025-12-31,0.44
6009,1396,234,1162,2024-01-09,2025-12-31,0.168
6010,1604,219,1385,2024-01-09,2025-12-30,0.137
6011,2526,368,2158,2024-01-01,2025-12-31,0.146
6012,2209,277,1932,2024-01-01,2025-12-31,0.125
6013,2163,459,1704,2024-01-02,2025-12-31,0.212
6014,2018,221,1797,2024-01-02,2025-12-31,0.11
6015,1734,187,1547,2024-01-04,2025-12-31,0.108
6016,1192,206,986,2024-01-09,2025-12-31,0.173
6017,1408,243,1165,2024-01-01,2025-12-31,0.173
6018,1565,117,1448,2024-01-01,2025-12-31,0.075
6019,1670,208,1462,2024-01-03,2025-12-31,0.125
6020,2292,211,2081,2024-01-01,2025-12-31,0.092
6021,2084,280,1804,2024-01-04,2025-12-31,0.134
6022,1514,141,1373,2024-01-08,2025-12-31,0.093
6023,1702,804,898,2024-01-04,2025-12-30,0.472
6024,1331,301,1030,2024-01-08,2025-12-31,0.226
6025,1489,424,1065,2024-01-02,2025-12-31,0.285
6026,1354,167,1187,2024-01-01,2025-12-31,0.123
6027,1324,626,698,2024-01-01,2025-12-31,0.473
6028,1262,352,910,2024-01-01,2025-12-31,0.279
6029,1599,767,832,2024-01-01,2025-12-31,0.48
6030,1672,736,936,2024-01-02,2025-12-31,0.44
6031,1329,147,1182,2024-01-03,2025-12-31,0.111
6032,1195,151,1044,2024-01-02,2025-12-31,0.126
6033,1420,287,1133,2024-01-01,2025-12-31,0.202
6034,1593,154,1439,2024-01-06,2025-12-31,0.097
6035,1656,139,1517,2024-01-01,2025-12-31,0.084
6036,1705,170,1535,2024-01-01,2025-12-31,0.1
6037,1286,75,1211,2024-01-01,2025-12-31,0.058
6038,1288,78,1210,2024-01-01,2025-12-30,0.061
6039,910,206,704,2024-01-01,2025-12-31,0.226
6040,1296,156,1140,2024-01-03,2025-12-26,0.12
6041,1063,421,642,2024-01-01,2025-12-18,0.396
6042,1760,105,1655,2024-01-04,2025-12-31,0.06
6043,1533,442,1091,2024-01-02,2025-12-31,0.288
6044,1800,363,1437,2024-01-05,2025-12-31,0.202
6045,2275,425,1850,2024-01-01,2025-12-31,0.187
6046,1599,276,1323,2024-01-01,2025-12-31,0.173
6047,1516,134,1382,2024-01-02,2025-12-30,0.088
6048,1603,256,1347,2024-01-07,2025-12-31,0.16
6049,1242,149,1093,2024-01-05,2025-12-31,0.12
6050,1964,176,1788,2024-01-09,2025-12-31,0.09
6051,1685,123,1562,2024-01-06,2025-12-30,0.073
6052,1572,292,1280,2024-01-01,2025-12-31,0.186
6053,1073,175,898,2024-01-01,2025-12-31,0.163
6054,3077,565,2512,2024-01-01,2025-12-30,0.184
6055,1687,252,1435,2024-01-02,2025-12-31,0.149
6056,1923,223,1700,2024-01-02,2025-12-30,0.116
6057,1296,222,1074,2024-01-01,2025-12-30,0.171
6058,2230,443,1787,2024-01-01,2025-12-31,0.199
6059,1112,94,1018,2024-01-02,2025-12-31,0.085
6060,1969,474,1495,2024-01-01,2025-12-31,0.241
6061,1694,89,1605,2024-02-01,2025-12-31,0.053
6062,1821,162,1659,2024-01-01,2025-12-31,0.089
6063,1193,47,1146,2024-01-01,2025-12-31,0.039
6064,1312,53,1259,2024-01-05,2025-12-31,0.04
6065,2314,390,1924,2024-01-01,2025-12-31,0.169
6066,1639,541,1098,2024-01-01,2025-12-31,0.33
6067,1311,100,1211,2024-01-05,2025-12-30,0.076
6068,1523,155,1368,2024-01-02,2025-12-31,0.102
6069,1266,299,967,2024-01-01,2025-12-31,0.236
6070,2086,346,1740,2024-01-01,2025-12-31,0.166
6071,2141,279,1862,2024-01-01,2025-12-31,0.13
6072,1414,317,1097,2024-01-18,2025-12-31,0.224
6073,1067,277,790,2024-01-08,2025-12-31,0.26
6074,1051,185,866,2024-01-01,2025-12-26,0.176
6075,949,191,758,2024-01-03,2025-12-31,0.201
6076,1583,264,1319,2024-01-01,2025-12-31,0.167
6077,1017,213,804,2024-01-01,2025-12-30,0.209
6078,1191,226,965,2024-05-25,2025-12-31,0.19
6079,1281,409,872,2024-01-01,2025-12-31,0.319
6080,1634,136,1498,2024-01-26,2025-12-31,0.083
6081,2411,390,2021,2024-01-02,2025-12-31,0.162
6082,1470,116,1354,2024-01-04,2025-12-31,0.079
6083,1177,196,981,2024-01-01,2025-12-28,0.167
6084,1273,295,978,2024-01-01,2025-12-31,0.232
6085,1270,97,1173,2024-01-01,2025-12-28,0.076
6086,1616,595,1021,2024-01-02,2025-12-31,0.368
6087,1175,353,822,2024-01-01,2025-12-30,0.3
6088,1278,225,1053,2024-01-02,2025-12-31,0.176
6089,1520,135,1385,2024-01-02,2025-12-31,0.089
6090,720,397,323,2024-01-06,2025-12-29,0.551
6091,2198,348,1850,2024-01-03,2025-12-29,0.158
6092,1143,342,801,2024-01-01,2025-12-31,0.299
6093,1483,189,1294,2024-01-01,2025-12-31,0.127
6094,2155,130,2025,2024-01-01,2025-12-31,0.06
6095,1740,825,915,2024-01-01,2025-12-31,0.474
6096,1783,148,1635,2024-01-01,2025-12-30,0.083
6097,1300,244,1056,2024-01-02,2025-12-31,0.188
6098,2034,397,1637,2024-01-02,2025-12-31,0.195
6099,814,87,727,2024-08-20,2025-12-31,0.107
6100,1140,362,778,2024-01-01,2025-10-19,0.318
6101,1790,402,1388,2024-01-01,2025-12-30,0.225
6102,1774,282,1492,2024-01-01,2025-12-31,0.159
6103,1533,130,1403,2024-01-02,2025-12-31,0.085
6104,1508,224,1284,2024-01-02,2025-12-31,0.149
6105,872,228,644,2024-01-05,2025-12-31,0.261
6106,1346,134,1212,2024-01-02,2025-12-31,0.1
6107,1665,192,1473,2024-01-01,2025-12-31,0.115
6108,2607,274,2333,2024-01-01,2025-12-31,0.105
6109,1677,425,1252,2024-01-02,2025-12-31,0.253
6110,1203,136,1067,2024-01-02,2025-12-31,0.113
6111,2226,296,1930,2024-01-01,2025-12-31,0.133
6112,2324,156,2168,2024-01-01,2025-12-31,0.067
6113,1690,645,1045,2024-01-01,2025-12-31,0.382
6114,1039,200,839,2024-01-01,2025-12-31,0.192
6115,1445,349,1096,2024-01-02,2025-12-31,0.242
6116,1869,279,1590,2024-01-02,2025-12-30,0.149
6117,783,220,563,2024-01-02,2025-12-31,0.281
6118,1516,100,1416,2024-01-07,2025-12-31,0.066
6119,2343,254,2089,2024-01-03,2025-12-31,0.108
6120,1647,336,1311,2024-01-04,2025-12-31,0.204
6121,1276,170,1106,2024-01-08,2025-12-30,0.133
6122,2443,241,2202,2024-01-01,2025-12-31,0.099
6123,1647,323,1324,2024-01-02,2025-12-31,0.196
6124,1333,314,1019,2024-01-01,2025-12-31,0.236
6125,1733,183,1550,2024-01-05,2025-12-31,0.106
6126,1113,175,938,2024-01-02,2025-12-31,0.157
6127,1657,363,1294,2024-01-01,2025-12-31,0.219
6128,1081,54,1027,2024-01-01,2025-12-31,0.05
6129,2921,535,2386,2024-01-01,2025-12-31,0.183
6130,2035,449,1586,2024-01-07,2025-12-31,0.221
6131,886,51,835,2024-08-18,2025-12-30,0.058
6132,1294,131,1163,2024-01-02,2025-12-30,0.101
6133,2457,440,2017,2024-01-02,2025-12-31,0.179
6134,2358,317,2041,2024-01-01,2025-12-31,0.134
6135,1057,181,876,2024-01-03,2025-12-30,0.171
6136,1059,306,753,2024-01-01,2025-12-31,0.289
6137,1594,250,1344,2024-01-01,2025-12-31,0.157
6138,1137,116,1021,2024-01-01,2025-12-31,0.102
6139,2293,380,1913,2024-01-01,2025-12-31,0.166
6140,1140,266,874,2024-01-01,2025-12-31,0.233
6141,1986,209,1777,2024-01-02,2025-12-31,0.105
6142,1551,76,1475,2024-01-10,2025-12-31,0.049
6143,1359,204,1155,2024-01-01,2025-12-30,0.15
6144,1743,216,1527,2024-01-01,2025-12-31,0.124
6145,1478,189,1289,2024-01-01,2025-12-31,0.128
6146,1740,840,900,2024-01-01,2025-12-31,0.483
6147,1328,161,1167,2024-01-04,2025-12-31,0.121
6148,1266,216,1050,2024-01-03,2025-12-31,0.171
6149,2249,435,1814,2024-01-02,2025-12-31,0.193
6150,2270,251,2019,2024-01-02,2025-12-31,0.111
6151,1040,192,848,2024-01-01,2025-12-06,0.185
6152,1478,78,1400,2024-01-30,2025-12-31,0.053
6153,1687,33,1654,2024-01-20,2025-12-31,0.02
6154,1712,56,1656,2024-01-26,2025-12-31,0.033
6155,1590,176,1414,2024-01-02,2025-12-31,0.111
6156,2119,220,1899,2024-01-03,2025-12-31,0.104
6157,1434,70,1364,2024-01-01,2025-12-25,0.049
6158,1551,88,1463,2024-01-04,2025-12-31,0.057
6159,2764,113,2651,2024-01-01,2025-12-31,0.041
6161,1873,1326,547,2024-01-03,2025-12-31,0.708
6162,1071,160,911,2024-01-05,2025-12-31,0.149
6163,2297,187,2110,2024-01-09,2025-12-31,0.081
6164,1297,125,1172,2024-01-01,2025-12-29,0.096
6165,1692,50,1642,2024-02-04,2025-12-31,0.03
6166,1493,105,1388,2024-02-03,2025-12-31,0.07
6167,1183,119,1064,2024-01-02,2025-12-31,0.101
6168,1248,139,1109,2024-01-04,2025-12-31,0.111
6169,1210,147,1063,2024-01-02,2025-12-31,0.121
6170,1559,67,1492,2024-01-16,2025-12-31,0.043
6171,1243,188,1055,2024-01-09,2025-12-31,0.151
6172,1252,139,1113,2024-01-10,2025-12-31,0.111
6173,1192,82,1110,2024-01-01,2025-12-31,0.069
6174,2327,128,2199,2024-01-01,2025-12-31,0.055
6175,806,126,680,2024-01-06,2025-12-31,0.156
6176,1510,217,1293,2024-01-02,2025-12-31,0.144
6177,1099,66,1033,2024-01-01,2025-12-31,0.06
6178,1620,49,1571,2024-01-04,2025-12-31,0.03
6179,1425,67,1358,2024-01-23,2025-12-30,0.047
6180,2708,200,2508,2024-01-01,2025-12-31,0.074
6181,840,344,496,2024-01-03,2025-12-29,0.41
6182,1857,172,1685,2024-01-02,2025-12-31,0.093
6183,1850,70,1780,2024-01-21,2025-12-31,0.038
6184,2557,202,2355,2024-01-01,2025-12-31,0.079
6185,1286,22,1264,2024-01-03,2025-12-31,0.017
6186,2623,398,2225,2024-01-01,2025-12-31,0.152
6187,1431,138,1293,2024-01-03,2025-12-31,0.096
6188,1503,252,1251,2024-01-01,2025-12-31,0.168
6189,2051,129,1922,2024-01-04,2025-12-31,0.063
6190,1187,176,1011,2024-01-02,2025-12-31,0.148
6191,1475,121,1354,2024-02-02,2025-12-31,0.082
6192,1570,100,1470,2024-01-03,2025-12-31,0.064
6193,655,86,569,2024-01-08,2025-12-31,0.131
6194,1457,214,1243,2024-01-06,2025-12-29,0.147
6195,1529,607,922,2024-01-02,2025-12-31,0.397
6196,2025,184,1841,2024-01-01,2025-12-31,0.091
6197,1308,546,762,2024-01-01,2025-12-30,0.417
6198,1799,650,1149,2024-01-01,2025-12-31,0.361
