ARAC_SID,toplam_denetim,olumsuz_denetim,olumlu_denetim,ilk_denetim_tar,son_denetim_tar,OLUMSUZ_ORAN
900,2007,253,1754,2024-01-01,2025-12-31,0.126
901,1830,341,1489,2024-01-13,2025-12-31,0.186
902,1845,369,1476,2024-01-02,2025-11-25,0.2
903,2039,241,1798,2024-01-04,2025-12-31,0.118
904,1610,429,1181,2024-01-01,2025-12-31,0.266
905,927,212,715,2024-01-01,2025-12-31,0.229
906,1359,149,1210,2024-01-01,2025-12-30,0.11
907,948,105,843,2024-01-01,2025-12-29,0.111
908,1755,535,1220,2024-01-01,2025-12-31,0.305
909,1469,433,1036,2024-01-01,2025-12-31,0.295
910,2394,86,2308,2024-01-01,2025-12-31,0.036
911,630,458,172,2024-01-25,2025-12-31,0.727
912,400,165,235,2024-01-18,2025-12-30,0.412
913,674,483,191,2024-01-22,2025-12-31,0.717
914,346,110,236,2024-01-06,2025-12-31,0.318
915,403,187,216,2024-01-18,2025-12-31,0.464
916,443,256,187,2024-01-01,2025-12-30,0.578
917,430,270,160,2024-01-19,2025-12-30,0.628
918,774,28,746,2024-01-02,2025-12-31,0.036
919,1352,432,920,2024-01-01,2025-12-26,0.32
920,789,125,664,2024-01-03,2025-12-29,0.158
921,1187,234,953,2024-01-02,2025-12-31,0.197
922,1538,489,1049,2024-01-01,2025-12-31,0.318
923,1635,174,1461,2024-01-14,2025-12-27,0.106
924,1829,138,1691,2024-01-02,2025-12-31,0.075
925,1086,244,842,2024-01-06,2025-12-31,0.225
926,1447,167,1280,2024-01-01,2025-12-31,0.115
927,1454,419,1035,2024-01-03,2025-12-31,0.288
928,777,187,590,2024-01-06,2025-12-31,0.241
929,1169,138,1031,2024-01-01,2025-12-30,0.118
930,1017,212,805,2024-01-05,2025-12-31,0.208
931,1820,61,1759,2024-01-03,2025-12-31,0.034
932,1796,141,1655,2024-01-03,2025-12-31,0.079
933,1516,168,1348,2024-01-01,2025-12-31,0.111
934,2433,380,2053,2024-01-04,2025-12-31,0.156
935,1814,246,1568,2024-01-04,2025-12-31,0.136
936,1029,239,790,2024-01-10,2025-03-08,0.232
937,1570,397,1173,2024-01-02,2025-12-31,0.253
938,1798,67,1731,2024-01-04,2025-12-31,0.037
939,1070,219,851,2024-01-02,2025-12-30,0.205
940,1534,340,1194,2024-01-01,2025-12-31,0.222
943,945,105,840,2024-01-03,2025-12-31,0.111
944,1050,130,920,2024-01-11,2025-12-31,0.124
945,1579,434,1145,2024-01-08,2025-12-29,0.275
946,1172,259,913,2024-01-03,2025-12-31,0.221
947,848,185,663,2024-01-01,2025-12-31,0.218
948,1087,32,1055,2024-01-22,2025-12-29,0.029
949,1778,122,1656,2024-01-11,2025-12-31,0.069
950,1012,76,936,2024-01-24,2025-12-30,0.075
951,1893,64,1829,2024-01-21,2025-12-31,0.034
953,1800,170,1630,2024-01-05,2025-12-31,0.094
954,1767,93,1674,2024-01-17,2025-12-31,0.053
955,1918,108,1810,2024-01-10,2025-12-31,0.056
956,1850,96,1754,2024-01-18,2025-12-31,0.052
957,1140,217,923,2024-01-01,2025-12-31,0.19
958,1680,62,1618,2024-02-04,2025-12-31,0.037
959,1378,98,1280,2024-02-04,2025-12-30,0.071
960,1791,87,1704,2024-02-02,2025-12-31,0.049
961,1556,60,1496,2024-01-01,2025-12-31,0.039
962,1624,52,1572,2024-01-04,2025-12-29,0.032
963,1808,57,1751,2024-01-16,2025-12-31,0.032
964,1840,63,1777,2024-02-01,2025-12-30,0.034
965,1619,90,1529,2024-01-04,2025-12-31,0.056
966,1028,116,912,2024-01-01,2025-12-31,0.113
967,1557,78,1479,2024-01-08,2025-12-30,0.05
968,1065,196,869,2024-01-02,2025-12-31,0.184
969,1150,379,771,2024-01-02,2025-12-31,0.33
970,1009,195,814,2024-01-07,2025-12-30,0.193
971,1132,392,740,2024-01-02,2025-12-31,0.346
972,1064,408,656,2024-01-03,2025-12-31,0.383
973,1055,286,769,2024-01-02,2025-12-28,0.271
974,1077,452,625,2024-01-10,2025-12-31,0.42
975,763,106,657,2024-01-02,2025-12-31,0.139
976,886,261,625,2024-01-04,2025-12-31,0.295
977,917,278,639,2024-01-09,2025-12-31,0.303
978,1055,296,759,2024-01-03,2025-12-30,0.281
979,979,355,624,2024-01-01,2025-12-30,0.363
980,1024,404,620,2024-01-06,2025-12-31,0.395
981,858,234,624,2024-02-15,2025-12-31,0.273
982,1172,237,935,2024-01-02,2025-12-31,0.202
983,1018,331,687,2024-01-04,2025-12-31,0.325
984,1039,184,855,2024-01-11,2025-12-31,0.177
985,995,174,821,2024-01-05,2025-12-31,0.175
986,1066,204,862,2024-01-03,2025-12-31,0.191
987,1091,180,911,2024-01-03,2025-12-30,0.165
988,1214,283,931,2024-01-02,2025-12-31,0.233
989,1115,373,742,2024-01-04,2025-12-31,0.335
990,1354,488,866,2024-01-01,2025-12-31,0.36
991,1139,364,775,2024-01-15,2025-12-31,0.32
992,1064,232,832,2024-01-04,2025-12-31,0.218
993,1127,417,710,2024-01-02,2025-12-31,0.37
994,1137,265,872,2024-01-09,2025-12-31,0.233
995,1104,288,816,2024-01-02,2025-12-31,0.261
996,1193,467,726,2024-02-03,2025-12-31,0.391
997,1188,227,961,2024-01-02,2025-12-31,0.191
998,1050,253,797,2024-02-03,2025-12-30,0.241
999,1333,285,1048,2024-01-04,2025-12-31,0.214
1000,1035,376,659,2024-01-01,2025-12-31,0.363
1001,1495,210,1285,2024-01-03,2025-12-26,0.14
1002,1200,290,910,2024-01-01,2025-12-30,0.242
1003,1133,174,959,2024-02-17,2025-12-31,0.154
1004,1505,280,1225,2024-01-06,2025-12-30,0.186
1005,3005,200,2805,2024-01-01,2025-12-31,0.067
1006,1575,90,1485,2024-01-01,2025-12-31,0.057
1007,1634,677,957,2024-01-02,2025-12-29,0.414
1008,935,165,770,2024-01-02,2025-12-26,0.176
1009,1581,517,1064,2024-01-02,2025-12-30,0.327
1010,1649,379,1270,2024-01-09,2025-12-31,0.23
1011,1658,283,1375,2024-01-01,2025-12-29,0.171
1012,2121,162,1959,2024-01-01,2025-12-31,0.076
1013,1557,154,1403,2024-01-02,2025-12-31,0.099
1014,1587,81,1506,2024-01-24,2025-12-31,0.051
1015,1562,196,1366,2024-01-01,2025-12-30,0.125
1016,1505,698,807,2024-01-02,2025-12-31,0.464
1017,1007,227,780,2024-01-02,2025-12-31,0.225
1018,1492,350,1142,2024-01-01,2025-12-31,0.235
1019,1163,302,861,2024-01-01,2025-12-31,0.26
1020,1858,491,1367,2024-01-01,2025-12-31,0.264
1021,874,146,728,2024-01-05,2025-12-31,0.167
1022,1837,534,1303,2024-07-03,2025-12-31,0.291
1023,1580,598,982,2024-01-01,2025-12-31,0.378
1024,1116,154,962,2024-01-01,2025-12-31,0.138
1025,1204,106,1098,2024-01-02,2025-12-31,0.088
1026,1387,677,710,2024-01-01,2025-12-31,0.488
1027,1594,193,1401,2024-01-01,2025-12-31,0.121
1028,983,392,591,2024-01-05,2025-12-29,0.399
1029,1740,689,1051,2024-01-03,2025-12-31,0.396
1030,1023,221,802,2024-01-01,2025-12-25,0.216
1031,1110,270,840,2024-01-02,2025-12-31,0.243
1032,1409,318,1091,2024-01-01,2025-12-30,0.226
1033,1140,348,792,2024-01-03,2025-12-31,0.305
1034,1658,983,675,2024-01-01,2025-12-30,0.593
1035,1529,556,973,2024-01-08,2025-12-31,0.364
1036,1295,508,787,2024-01-03,2025-12-31,0.392
1037,1018,287,731,2024-02-14,2025-12-27,0.282
1038,1070,326,744,2024-01-01,2025-12-29,0.305
1039,1269,395,874,2024-01-02,2025-12-31,0.311
1040,1280,164,1116,2024-01-01,2025-12-31,0.128
1041,1316,515,801,2024-01-09,2025-12-29,0.391
1042,1452,131,1321,2024-01-01,2025-12-31,0.09
1043,2481,1604,877,2024-01-02,2025-12-31,0.647
1044,209,55,154,2024-01-16,2025-12-07,0.263
1046,1006,285,721,2024-01-18,2025-12-21,0.283
1050,1417,389,1028,2024-01-01,2025-12-29,0.275
1051,1201,273,928,2024-01-01,2025-12-26,0.227
1052,1113,477,636,2024-02-08,2025-12-31,0.429
1053,1075,298,777,2024-01-19,2025-12-30,0.277
1055,277,80,197,2024-01-18,2025-12-28,0.289
1056,1407,379,1028,2024-01-02,2025-12-31,0.269
1057,1338,238,1100,2024-01-03,2025-12-31,0.178
1058,1403,168,1235,2024-01-03,2025-12-31,0.12
1059,1348,371,977,2024-01-02,2025-12-31,0.275
1060,1257,283,974,2024-01-15,2025-12-31,0.225
1061,1462,482,980,2024-01-01,2025-12-31,0.33
1062,1491,340,1151,2024-01-03,2025-12-31,0.228
1063,1469,452,1017,2024-01-02,2025-12-30,0.308
1064,1342,230,1112,2024-01-01,2025-12-30,0.171
1065,1220,319,901,2024-01-02,2025-12-30,0.261
1066,1465,187,1278,2024-01-02,2025-12-31,0.128
1067,1080,276,804,2024-01-16,2025-12-31,0.256
1068,851,321,530,2024-01-04,2025-12-30,0.377
1069,1297,155,1142,2024-01-05,2025-12-31,0.12
1070,994,196,798,2024-01-02,2025-12-31,0.197
1071,1180,282,898,2024-01-02,2025-12-31,0.239
1072,940,291,649,2024-01-09,2025-12-31,0.31
1073,1089,201,888,2024-01-01,2025-12-29,0.185
1074,1128,189,939,2024-01-07,2025-12-31,0.168
1075,939,149,790,2024-01-05,2025-12-25,0.159
1076,1207,163,1044,2024-01-03,2025-12-31,0.135
1077,1045,100,945,2024-01-01,2025-12-31,0.096
1078,876,239,637,2024-01-01,2025-12-31,0.273
1079,2573,87,2486,2024-01-01,2025-12-31,0.034
1080,1833,178,1655,2024-01-04,2025-12-31,0.097
1081,1639,172,1467,2024-01-01,2025-12-31,0.105
1082,1965,218,1747,2024-01-05,2025-12-31,0.111
1083,1946,327,1619,2024-01-03,2025-12-31,0.168
1084,1483,88,1395,2024-01-02,2025-12-28,0.059
1085,769,160,609,2024-01-21,2025-12-31,0.208
1086,892,271,621,2024-01-04,2025-12-31,0.304
1087,940,181,759,2024-01-01,2025-12-30,0.193
1088,1053,302,751,2024-01-02,2025-12-31,0.287
1089,1144,207,937,2024-01-02,2025-12-31,0.181
1090,1705,45,1660,2024-02-03,2025-12-31,0.026
1091,1894,307,1587,2024-01-01,2025-12-30,0.162
1092,1503,467,1036,2024-01-03,2025-12-31,0.311
1093,2167,201,1966,2024-01-01,2025-12-31,0.093
1094,2307,352,1955,2024-01-01,2025-12-31,0.153
1095,1215,90,1125,2024-01-01,2025-12-31,0.074
1096,2148,190,1958,2024-01-01,2025-12-29,0.088
1097,1866,120,1746,2024-01-01,2025-12-31,0.064
1098,1528,49,1479,2024-01-08,2025-12-29,0.032
1099,555,175,380,2024-01-01,2025-05-12,0.315
1100,1654,438,1216,2024-01-04,2025-12-31,0.265
1101,1330,347,983,2024-01-09,2025-12-31,0.261
1102,2022,281,1741,2024-01-01,2025-12-31,0.139
1103,590,251,339,2024-01-03,2025-02-02,0.425
