SIDARAC,marka,arac_yasi,yakitturu,garaj_ilce,RF_ARIZA_SKORU,RF_RISK_ETIKETI,RF_ARIZA_OLASILIGI,RİSK_SEVİYESİ,HEDEF_ARIZA_30GUN
1261.0,KARSAN,12.0,MOTORIN,Küçükçekmece,94.0,🔴 Kritik,0.9399959207400477,🔴 YÜKSEK RİSK,1
1262.0,KARSAN,12.0,MOTORIN,Küçükçekmece,97.2,🔴 Kritik,0.971640585649584,🔴 YÜKSEK RİSK,1
1263.0,KARSAN,12.0,MOTORIN,Küçükçekmece,97.1,🔴 Kritik,0.9711469515061529,🔴 YÜKSEK RİSK,1
1264.0,KARSAN,12.0,MOTORIN,Küçükçekmece,93.4,🔴 Kritik,0.9341957591802332,🔴 YÜKSEK RİSK,1
1265.0,KARSAN,12.0,MOTORIN,Küçükçekmece,96.9,🔴 Kritik,0.9690943161150116,🔴 YÜKSEK RİSK,1
1266.0,KARSAN,12.0,MOTORIN,Küçükçekmece,97.7,🔴 Kritik,0.9774036333739518,🔴 YÜKSEK RİSK,1
1267.0,KARSAN,12.0,MOTORIN,Küçükçekmece,93.9,🔴 Kritik,0.9390698952958936,🔴 YÜKSEK RİSK,1
1268.0,KARSAN,12.0,MOTORIN,Küçükçekmece,97.3,🔴 Kritik,0.9731441924605291,🔴 YÜKSEK RİSK,1
1269.0,KARSAN,12.0,MOTORIN,Küçükçekmece,97.4,🔴 Kritik,0.974249636516651,🔴 YÜKSEK RİSK,1
1270.0,KARSAN,12.0,MOTORIN,Küçükçekmece,98.1,🔴 Kritik,0.9808599833216932,🔴 YÜKSEK RİSK,1
1271.0,KARSAN,12.0,MOTORIN,Küçükçekmece,98.8,🔴 Kritik,0.9877857828531357,🔴 YÜKSEK RİSK,1
1272.0,KARSAN,12.0,MOTORIN,Küçükçekmece,65.3,🟠 Yüksek,0.6528107281553617,🔴 YÜKSEK RİSK,0
1273.0,KARSAN,12.0,MOTORIN,Küçükçekmece,92.1,🔴 Kritik,0.9206624104925106,🔴 YÜKSEK RİSK,1
1274.0,NAN,1.0,NAN,,8.3,🟢 Düşük,0.08346486129430469,🟠 ORTA-YÜKSEK,0
1275.0,NAN,12.0,NAN,,15.3,🟢 Düşük,0.15313409857045593,🟠 ORTA-YÜKSEK,0
1276.0,NAN,10.0,NAN,,15.0,🟢 Düşük,0.15049359359716952,🟠 ORTA-YÜKSEK,1
1277.0,NAN,7.0,NAN,,20.8,🟢 Düşük,0.20840046330609696,🟠 ORTA-YÜKSEK,0
1278.0,NAN,13.0,NAN,,25.4,🟡 Orta,0.25397535031758667,🟠 ORTA-YÜKSEK,0
1279.0,NAN,10.0,NAN,,25.8,🟡 Orta,0.25759354824852204,🟠 ORTA-YÜKSEK,0
1280.0,NAN,8.0,NAN,,14.2,🟢 Düşük,0.14228160033871254,🟠 ORTA-YÜKSEK,0
1281.0,NAN,13.0,NAN,,9.1,🟢 Düşük,0.09103297131665045,🟠 ORTA-YÜKSEK,0
1282.0,NAN,10.0,NAN,,12.5,🟢 Düşük,0.1249889186116647,🟠 ORTA-YÜKSEK,0
1283.0,NAN,13.0,NAN,,8.3,🟢 Düşük,0.0827772044758909,🟠 ORTA-YÜKSEK,0
1284.0,NAN,4.0,NAN,,34.8,🟡 Orta,0.34786138725364396,🟠 ORTA-YÜKSEK,1
1285.0,NAN,12.0,NAN,,21.7,🟢 Düşük,0.21694148705137534,🟠 ORTA-YÜKSEK,0
1286.0,NAN,7.0,NAN,,56.5,🟠 Yüksek,0.5649669203151013,🟠 ORTA-YÜKSEK,1
1287.0,NAN,13.0,NAN,,40.2,🟡 Orta,0.40190965487643054,🟠 ORTA-YÜKSEK,0
1288.0,NAN,11.0,NAN,,7.5,🟢 Düşük,0.07508308509955997,🟠 ORTA-YÜKSEK,0
1289.0,NAN,9.0,NAN,,17.7,🟢 Düşük,0.17747969015642287,🟠 ORTA-YÜKSEK,0
1290.0,NAN,8.0,NAN,,75.1,🔴 Kritik,0.7511775299186182,🟠 ORTA-YÜKSEK,1
1291.0,NAN,12.0,NAN,,32.2,🟡 Orta,0.32245481393878356,🟠 ORTA-YÜKSEK,1
1292.0,NAN,10.0,NAN,,42.7,🟡 Orta,0.4267182620262242,🟠 ORTA-YÜKSEK,1
1293.0,NAN,9.0,NAN,,29.3,🟡 Orta,0.29272362919598227,🟠 ORTA-YÜKSEK,1
1294.0,NAN,11.0,NAN,,13.9,🟢 Düşük,0.1390850112728248,🟠 ORTA-YÜKSEK,0
1295.0,NAN,11.0,NAN,,30.4,🟡 Orta,0.30417837592807745,🟠 ORTA-YÜKSEK,1
1296.0,NAN,10.0,NAN,,36.7,🟡 Orta,0.36664760655469275,🟠 ORTA-YÜKSEK,0
1297.0,NAN,12.0,NAN,,28.5,🟡 Orta,0.2852818805472211,🟠 ORTA-YÜKSEK,0
1298.0,NAN,12.0,NAN,,41.4,🟡 Orta,0.41386337069878093,🟠 ORTA-YÜKSEK,1
1299.0,NAN,3.0,NAN,,7.2,🟢 Düşük,0.07206299478586192,🟠 ORTA-YÜKSEK,0
1300.0,NAN,12.0,NAN,,42.2,🟡 Orta,0.4220285708705782,🟠 ORTA-YÜKSEK,1
1301.0,BMC,8.0,MOTORIN,Küçükçekmece,96.4,🔴 Kritik,0.9639405907058612,🔴 YÜKSEK RİSK,1
1302.0,BMC,8.0,MOTORIN,Küçükçekmece,79.5,🔴 Kritik,0.795452919833219,🟠 ORTA-YÜKSEK,1
1303.0,OTOKAR,12.0,MOTORIN,Pendik,93.7,🔴 Kritik,0.9371343046244608,🔴 YÜKSEK RİSK,1
1304.0,OTOKAR,12.0,MOTORIN,Pendik,97.3,🔴 Kritik,0.972753114768659,🔴 YÜKSEK RİSK,1
1305.0,OTOKAR,12.0,MOTORIN,Pendik,92.8,🔴 Kritik,0.9276397751702825,🔴 YÜKSEK RİSK,1
1306.0,OTOKAR,12.0,MOTORIN,Pendik,95.5,🔴 Kritik,0.9550046113300752,🔴 YÜKSEK RİSK,1
1307.0,OTOKAR,12.0,MOTORIN,Pendik,96.2,🔴 Kritik,0.9620213486555861,🔴 YÜKSEK RİSK,1
1308.0,OTOKAR,12.0,MOTORIN,Pendik,93.1,🔴 Kritik,0.9314059127480131,🔴 YÜKSEK RİSK,1
1309.0,OTOKAR,12.0,MOTORIN,Pendik,86.5,🔴 Kritik,0.8654919581037717,🔴 YÜKSEK RİSK,1
1310.0,OTOKAR,12.0,MOTORIN,Pendik,97.0,🔴 Kritik,0.9696990230572049,🔴 YÜKSEK RİSK,1
1311.0,OTOKAR,12.0,MOTORIN,Pendik,91.5,🔴 Kritik,0.9152717605039821,🔴 YÜKSEK RİSK,1
1312.0,OTOKAR,12.0,MOTORIN,Pendik,97.1,🔴 Kritik,0.9709914578100646,🔴 YÜKSEK RİSK,1
1313.0,OTOKAR,12.0,MOTORIN,Pendik,90.8,🔴 Kritik,0.9079670469044413,🔴 YÜKSEK RİSK,1
1314.0,OTOKAR,12.0,MOTORIN,Pendik,82.8,🔴 Kritik,0.8281290690720381,🔴 YÜKSEK RİSK,1
1315.0,OTOKAR,12.0,MOTORIN,Pendik,96.0,🔴 Kritik,0.9603484394847526,🔴 YÜKSEK RİSK,1
1316.0,OTOKAR,12.0,MOTORIN,Pendik,96.1,🔴 Kritik,0.9607458674642732,🔴 YÜKSEK RİSK,1
1317.0,OTOKAR,12.0,MOTORIN,Sultangazi,91.8,🔴 Kritik,0.9184278824866884,🔴 YÜKSEK RİSK,1
1318.0,OTOKAR,12.0,MOTORIN,Sultangazi,86.2,🔴 Kritik,0.8622206912737604,🔴 YÜKSEK RİSK,1
1319.0,OTOKAR,12.0,MOTORIN,Sultangazi,96.5,🔴 Kritik,0.9654054082555582,🔴 YÜKSEK RİSK,1
1320.0,OTOKAR,12.0,MOTORIN,Sultangazi,93.1,🔴 Kritik,0.9312032798625777,🔴 YÜKSEK RİSK,1
1321.0,OTOKAR,12.0,MOTORIN,Sultangazi,76.3,🔴 Kritik,0.763373834613181,🔴 YÜKSEK RİSK,1
1322.0,OTOKAR,12.0,MOTORIN,Sultangazi,80.4,🔴 Kritik,0.804362195117877,🔴 YÜKSEK RİSK,0
1323.0,OTOKAR,12.0,MOTORIN,Sultangazi,92.0,🔴 Kritik,0.9202077485789587,🔴 YÜKSEK RİSK,1
1324.0,NAN,13.0,NAN,,47.0,🟡 Orta,0.4695128999185046,🟠 ORTA-YÜKSEK,1
1325.0,NAN,1.0,NAN,,6.7,🟢 Düşük,0.06657962092417016,🟠 ORTA-YÜKSEK,0
1326.0,NAN,12.0,NAN,,48.9,🟡 Orta,0.48925094657442125,🟠 ORTA-YÜKSEK,1
1327.0,NAN,13.0,NAN,,45.1,🟡 Orta,0.4507414864808594,🟠 ORTA-YÜKSEK,1
1328.0,NAN,0.0,NAN,,11.4,🟢 Düşük,0.11410938859315475,🟠 ORTA-YÜKSEK,0
1329.0,NAN,11.0,NAN,,87.2,🔴 Kritik,0.8719312705020053,🟠 ORTA-YÜKSEK,1
1330.0,NAN,13.0,NAN,,37.0,🟡 Orta,0.36977372695613175,🟠 ORTA-YÜKSEK,0
1331.0,NAN,9.0,NAN,,5.4,🟢 Düşük,0.05395611479713676,🟠 ORTA-YÜKSEK,0
1332.0,NAN,8.0,NAN,,2.3,🟢 Düşük,0.023155767851382517,🟠 ORTA-YÜKSEK,0
1333.0,NAN,14.0,NAN,,66.5,🟠 Yüksek,0.6647933851344325,🟠 ORTA-YÜKSEK,1
1334.0,NAN,13.0,NAN,,45.6,🟡 Orta,0.45629177332627485,🟠 ORTA-YÜKSEK,1
1335.0,NAN,3.0,NAN,,18.9,🟢 Düşük,0.18907005904771115,🟠 ORTA-YÜKSEK,0
1336.0,NAN,13.0,NAN,,31.1,🟡 Orta,0.3106910516329311,🟠 ORTA-YÜKSEK,1
1337.0,NAN,7.0,NAN,,22.3,🟢 Düşük,0.22341067875770043,🟠 ORTA-YÜKSEK,1
1338.0,NAN,12.0,NAN,,43.1,🟡 Orta,0.43094753994639745,🟠 ORTA-YÜKSEK,1
1339.0,NAN,7.0,NAN,,14.2,🟢 Düşük,0.14202281365330843,🟠 ORTA-YÜKSEK,0
1340.0,NAN,8.0,NAN,,21.6,🟢 Düşük,0.21564766760224363,🟠 ORTA-YÜKSEK,0
1341.0,NAN,0.0,NAN,,13.7,🟢 Düşük,0.13704772321289752,🟠 ORTA-YÜKSEK,0
1342.0,NAN,0.0,NAN,,9.9,🟢 Düşük,0.09857220812750699,🟠 ORTA-YÜKSEK,0
1343.0,NAN,8.0,NAN,,44.7,🟡 Orta,0.44676719613853977,🟠 ORTA-YÜKSEK,1
1344.0,NAN,1.0,NAN,,29.3,🟡 Orta,0.2925184303717454,🟠 ORTA-YÜKSEK,0
1345.0,NAN,8.0,NAN,,7.0,🟢 Düşük,0.06972106291352052,🟠 ORTA-YÜKSEK,0
1346.0,NAN,10.0,NAN,,18.8,🟢 Düşük,0.18759608000077463,🟠 ORTA-YÜKSEK,0
1347.0,NAN,8.0,NAN,,26.6,🟡 Orta,0.2657746201092891,🟠 ORTA-YÜKSEK,0
1348.0,NAN,10.0,NAN,,11.0,🟢 Düşük,0.10959344030805543,🟠 ORTA-YÜKSEK,0
1349.0,NAN,3.0,NAN,,20.5,🟢 Düşük,0.20547597874883342,🟠 ORTA-YÜKSEK,1
1350.0,NAN,7.0,NAN,,21.0,🟢 Düşük,0.20960130107966307,🟠 ORTA-YÜKSEK,0
1351.0,NAN,13.0,NAN,,65.2,🟠 Yüksek,0.6517847658382486,🟠 ORTA-YÜKSEK,1
1352.0,NAN,11.0,NAN,,27.9,🟡 Orta,0.2788121946185926,🟠 ORTA-YÜKSEK,0
1353.0,NAN,11.0,NAN,,26.9,🟡 Orta,0.2689582937410777,🟠 ORTA-YÜKSEK,0
1354.0,NAN,0.0,NAN,,24.6,🟢 Düşük,0.24646330065454788,🟠 ORTA-YÜKSEK,0
1355.0,NAN,7.0,NAN,,16.9,🟢 Düşük,0.16914968567074848,🟠 ORTA-YÜKSEK,0
1356.0,NAN,11.0,NAN,,55.0,🟠 Yüksek,0.5497991602865947,🟠 ORTA-YÜKSEK,1
1357.0,NAN,13.0,NAN,,28.5,🟡 Orta,0.2849733405835016,🟠 ORTA-YÜKSEK,0
1358.0,NAN,0.0,NAN,,29.9,🟡 Orta,0.2993342924814881,🟠 ORTA-YÜKSEK,0
1360.0,NAN,9.0,NAN,,21.3,🟢 Düşük,0.21333131312945,🟠 ORTA-YÜKSEK,0
1361.0,NAN,3.0,NAN,,21.6,🟢 Düşük,0.21626030295495255,🟠 ORTA-YÜKSEK,1
1362.0,NAN,5.0,NAN,,42.0,🟡 Orta,0.42017487427134653,🟠 ORTA-YÜKSEK,1
1363.0,NAN,12.0,NAN,,40.7,🟡 Orta,0.406981862028005,🟠 ORTA-YÜKSEK,1
1374.0,KARSAN,12.0,CNG,Kağıthane,85.6,🔴 Kritik,0.8556351255090326,🔴 YÜKSEK RİSK,1
1375.0,KARSAN,12.0,CNG,Kağıthane,81.7,🔴 Kritik,0.8168308653896942,🔴 YÜKSEK RİSK,1
1376.0,KARSAN,12.0,CNG,Kağıthane,32.1,🟡 Orta,0.3211260926314413,🔴 YÜKSEK RİSK,0
1377.0,KARSAN,12.0,CNG,Kağıthane,60.7,🟠 Yüksek,0.6072198827279108,🔴 YÜKSEK RİSK,1
1378.0,KARSAN,12.0,CNG,Kağıthane,70.7,🟠 Yüksek,0.7067666834123025,🟠 ORTA-YÜKSEK,1
1379.0,KARSAN,12.0,CNG,Kağıthane,91.7,🔴 Kritik,0.9174285949908536,🔴 YÜKSEK RİSK,1
1380.0,KARSAN,12.0,CNG,Kağıthane,85.6,🔴 Kritik,0.8557093305378908,🔴 YÜKSEK RİSK,1
1381.0,KARSAN,12.0,CNG,Kağıthane,52.7,🟠 Yüksek,0.526538118845177,🔴 YÜKSEK RİSK,1
1382.0,KARSAN,12.0,CNG,Kağıthane,91.1,🔴 Kritik,0.9108983529462625,🔴 YÜKSEK RİSK,1
1383.0,KARSAN,12.0,CNG,Kağıthane,60.4,🟠 Yüksek,0.6044785422164222,🔴 YÜKSEK RİSK,1
1384.0,KARSAN,12.0,CNG,Kağıthane,79.5,🔴 Kritik,0.795457772310807,🔴 YÜKSEK RİSK,1
1385.0,KARSAN,12.0,CNG,Kağıthane,80.3,🔴 Kritik,0.8026098035166865,🔴 YÜKSEK RİSK,1
1386.0,KARSAN,12.0,CNG,Kağıthane,72.3,🟠 Yüksek,0.7225288443439644,🟠 ORTA-YÜKSEK,1
1387.0,KARSAN,12.0,CNG,Kağıthane,57.8,🟠 Yüksek,0.5777621100497418,🔴 YÜKSEK RİSK,1
1388.0,KARSAN,12.0,CNG,Kağıthane,80.4,🔴 Kritik,0.8040497279913364,🔴 YÜKSEK RİSK,1
1389.0,KARSAN,12.0,CNG,Kağıthane,75.3,🔴 Kritik,0.7532744903062824,🔴 YÜKSEK RİSK,1
1390.0,KARSAN,12.0,CNG,Kağıthane,77.9,🔴 Kritik,0.7793437699410214,🔴 YÜKSEK RİSK,1
1391.0,KARSAN,12.0,CNG,Kağıthane,89.7,🔴 Kritik,0.8968031779703657,🔴 YÜKSEK RİSK,1
1392.0,KARSAN,12.0,CNG,Kağıthane,78.6,🔴 Kritik,0.7861953992495679,🔴 YÜKSEK RİSK,1
1393.0,KARSAN,12.0,CNG,Kağıthane,92.3,🔴 Kritik,0.9230269785462969,🔴 YÜKSEK RİSK,1
1394.0,KARSAN,12.0,CNG,Kağıthane,76.4,🔴 Kritik,0.7640703780901923,🔴 YÜKSEK RİSK,1
1395.0,KARSAN,12.0,CNG,Kağıthane,66.4,🟠 Yüksek,0.6642306200162659,🔴 YÜKSEK RİSK,1
1396.0,KARSAN,12.0,CNG,Kağıthane,69.9,🟠 Yüksek,0.699268970189038,🔴 YÜKSEK RİSK,1
1397.0,KARSAN,12.0,CNG,Kağıthane,43.0,🟡 Orta,0.42989020703483055,🟠 ORTA-YÜKSEK,0
1398.0,KARSAN,12.0,CNG,Kağıthane,78.1,🔴 Kritik,0.7806346045221292,🔴 YÜKSEK RİSK,1
1399.0,KARSAN,12.0,CNG,Kağıthane,82.0,🔴 Kritik,0.8204211272117533,🔴 YÜKSEK RİSK,1
1400.0,KARSAN,12.0,CNG,Kağıthane,86.8,🔴 Kritik,0.8684070621088226,🔴 YÜKSEK RİSK,1
1401.0,KARSAN,12.0,CNG,Kağıthane,68.0,🟠 Yüksek,0.680339941879045,🔴 YÜKSEK RİSK,1
1402.0,KARSAN,12.0,CNG,Kağıthane,85.7,🔴 Kritik,0.8567757098661705,🔴 YÜKSEK RİSK,1
1403.0,KARSAN,12.0,CNG,Kağıthane,67.5,🟠 Yüksek,0.674882613714351,🔴 YÜKSEK RİSK,0
1404.0,KARSAN,12.0,CNG,Kağıthane,84.3,🔴 Kritik,0.8425278585801703,🔴 YÜKSEK RİSK,1
1405.0,KARSAN,12.0,CNG,Kağıthane,79.4,🔴 Kritik,0.7944909793431063,🔴 YÜKSEK RİSK,1
1406.0,KARSAN,12.0,CNG,Kağıthane,79.5,🔴 Kritik,0.7945246161340644,🔴 YÜKSEK RİSK,1
1407.0,KARSAN,12.0,CNG,Kağıthane,84.6,🔴 Kritik,0.8459319784720806,🔴 YÜKSEK RİSK,1
1408.0,KARSAN,12.0,MOTORIN,Küçükçekmece,87.4,🔴 Kritik,0.8738988231984294,🔴 YÜKSEK RİSK,1
1409.0,KARSAN,12.0,MOTORIN,Pendik,71.1,🟠 Yüksek,0.7110168594066146,🔴 YÜKSEK RİSK,0
1410.0,KARSAN,12.0,MOTORIN,Küçükçekmece,96.4,🔴 Kritik,0.9643498948091005,🔴 YÜKSEK RİSK,1
1411.0,KARSAN,12.0,MOTORIN,Küçükçekmece,96.1,🔴 Kritik,0.9613184327675937,🔴 YÜKSEK RİSK,1
1412.0,KARSAN,12.0,MOTORIN,Küçükçekmece,96.3,🔴 Kritik,0.9629638493644812,🔴 YÜKSEK RİSK,1
1413.0,KARSAN,12.0,MOTORIN,Küçükçekmece,92.6,🔴 Kritik,0.9258231826605694,🔴 YÜKSEK RİSK,1
1414.0,KARSAN,12.0,MOTORIN,Küçükçekmece,93.0,🔴 Kritik,0.9295492840321792,🔴 YÜKSEK RİSK,1
1415.0,KARSAN,12.0,MOTORIN,Küçükçekmece,96.8,🔴 Kritik,0.967973922722298,🔴 YÜKSEK RİSK,1
1416.0,KARSAN,12.0,MOTORIN,Küçükçekmece,93.3,🔴 Kritik,0.9332637009823219,🔴 YÜKSEK RİSK,1
1417.0,KARSAN,12.0,MOTORIN,Küçükçekmece,93.8,🔴 Kritik,0.9375607934264707,🔴 YÜKSEK RİSK,1
1418.0,KARSAN,12.0,MOTORIN,Küçükçekmece,91.1,🔴 Kritik,0.9112442512514555,🔴 YÜKSEK RİSK,1
1419.0,KARSAN,12.0,MOTORIN,Küçükçekmece,96.7,🔴 Kritik,0.9671091147072507,🔴 YÜKSEK RİSK,1
1420.0,KARSAN,12.0,MOTORIN,Küçükçekmece,92.1,🔴 Kritik,0.9213786881464431,🔴 YÜKSEK RİSK,1
1421.0,KARSAN,12.0,MOTORIN,Küçükçekmece,99.1,🔴 Kritik,0.9909846200395864,🔴 YÜKSEK RİSK,1
1422.0,KARSAN,12.0,MOTORIN,Küçükçekmece,97.9,🔴 Kritik,0.9793081514472967,🔴 YÜKSEK RİSK,1
1423.0,KARSAN,12.0,MOTORIN,Küçükçekmece,96.1,🔴 Kritik,0.9606196293832432,🔴 YÜKSEK RİSK,1
1424.0,KARSAN,12.0,MOTORIN,Küçükçekmece,95.4,🔴 Kritik,0.9537049360428149,🔴 YÜKSEK RİSK,1
1425.0,KARSAN,12.0,MOTORIN,Küçükçekmece,97.7,🔴 Kritik,0.9769389138516357,🔴 YÜKSEK RİSK,1
1426.0,KARSAN,12.0,MOTORIN,Küçükçekmece,96.9,🔴 Kritik,0.9692745258279619,🔴 YÜKSEK RİSK,1
1427.0,KARSAN,12.0,MOTORIN,Küçükçekmece,94.7,🔴 Kritik,0.9470808875263582,🔴 YÜKSEK RİSK,1
1428.0,NAN,0.0,NAN,,40.3,🟡 Orta,0.4026339435788811,🟠 ORTA-YÜKSEK,0
1429.0,NAN,8.0,NAN,,29.0,🟡 Orta,0.290442008919298,🟠 ORTA-YÜKSEK,0
1430.0,NAN,12.0,NAN,,24.8,🟢 Düşük,0.24787387558299304,🟠 ORTA-YÜKSEK,0
1431.0,NAN,9.0,NAN,,11.0,🟢 Düşük,0.10958233315788124,🟠 ORTA-YÜKSEK,0
1432.0,NAN,10.0,NAN,,38.0,🟡 Orta,0.3804773083931816,🟠 ORTA-YÜKSEK,0
1433.0,NAN,12.0,NAN,,39.2,🟡 Orta,0.39226547995072275,🟠 ORTA-YÜKSEK,1
1434.0,NAN,10.0,NAN,,18.0,🟢 Düşük,0.17989412145166714,🟠 ORTA-YÜKSEK,0
1435.0,NAN,12.0,NAN,,39.2,🟡 Orta,0.39212422283876613,🟠 ORTA-YÜKSEK,0
1436.0,NAN,8.0,NAN,,33.5,🟡 Orta,0.3348989399218258,🟠 ORTA-YÜKSEK,0
1437.0,NAN,13.0,NAN,,31.6,🟡 Orta,0.3161639926650255,🟠 ORTA-YÜKSEK,0
1438.0,NAN,12.0,NAN,,61.9,🟠 Yüksek,0.6189182406299547,🟠 ORTA-YÜKSEK,1
1439.0,NAN,12.0,NAN,,34.0,🟡 Orta,0.3402703938501657,🟠 ORTA-YÜKSEK,0
1440.0,NAN,12.0,NAN,,57.5,🟠 Yüksek,0.5749493362927897,🟠 ORTA-YÜKSEK,1
1441.0,NAN,0.0,NAN,,12.8,🟢 Düşük,0.12816516176535858,🟠 ORTA-YÜKSEK,0
1442.0,NAN,13.0,NAN,,46.0,🟡 Orta,0.45954621034046594,🟠 ORTA-YÜKSEK,0
1443.0,NAN,0.0,NAN,,42.8,🟡 Orta,0.428456174366059,🟠 ORTA-YÜKSEK,1
1444.0,NAN,7.0,NAN,,58.4,🟠 Yüksek,0.5836293883800131,🟠 ORTA-YÜKSEK,1
1445.0,NAN,12.0,NAN,,32.2,🟡 Orta,0.3222846197879752,🟠 ORTA-YÜKSEK,0
1446.0,NAN,7.0,NAN,,5.8,🟢 Düşük,0.05774791753114931,🟠 ORTA-YÜKSEK,0
1447.0,NAN,12.0,NAN,,23.8,🟢 Düşük,0.23764739700421555,🟠 ORTA-YÜKSEK,0
1448.0,NAN,12.0,NAN,,9.2,🟢 Düşük,0.0918144386701985,🟠 ORTA-YÜKSEK,0
1449.0,NAN,1.0,NAN,,15.0,🟢 Düşük,0.14958639016792108,🟠 ORTA-YÜKSEK,0
1450.0,NAN,3.0,NAN,,19.3,🟢 Düşük,0.193016762226015,🟠 ORTA-YÜKSEK,1
1451.0,NAN,10.0,NAN,,11.3,🟢 Düşük,0.11324482991544339,🟠 ORTA-YÜKSEK,0
1452.0,NAN,7.0,NAN,,48.9,🟡 Orta,0.4887582420591039,🟠 ORTA-YÜKSEK,1
1453.0,NAN,12.0,NAN,,58.1,🟠 Yüksek,0.5812881960338503,🟠 ORTA-YÜKSEK,1
1454.0,NAN,10.0,NAN,,23.5,🟢 Düşük,0.2347407366914281,🟠 ORTA-YÜKSEK,0
1455.0,NAN,11.0,NAN,,38.8,🟡 Orta,0.38754298776419616,🟠 ORTA-YÜKSEK,1
1457.0,NAN,6.0,NAN,,49.6,🟡 Orta,0.4962215420499152,🟠 ORTA-YÜKSEK,1
1458.0,NAN,6.0,NAN,,22.1,🟢 Düşük,0.22082625838566752,🟠 ORTA-YÜKSEK,0
1459.0,NAN,6.0,NAN,,25.8,🟡 Orta,0.25819160711939654,🟠 ORTA-YÜKSEK,0
1460.0,NAN,12.0,NAN,,28.1,🟡 Orta,0.2810667063355633,🟠 ORTA-YÜKSEK,0
1461.0,NAN,0.0,NAN,,27.5,🟡 Orta,0.27549703642872253,🟠 ORTA-YÜKSEK,0
1462.0,NAN,10.0,NAN,,22.5,🟢 Düşük,0.2251579844641667,🟠 ORTA-YÜKSEK,0
1463.0,NAN,11.0,NAN,,19.6,🟢 Düşük,0.19602342089138244,🟠 ORTA-YÜKSEK,0
1464.0,NAN,3.0,NAN,,6.2,🟢 Düşük,0.06165012594775598,🟠 ORTA-YÜKSEK,0
1465.0,NAN,12.0,NAN,,14.8,🟢 Düşük,0.14772906825605495,🟠 ORTA-YÜKSEK,1
1466.0,NAN,12.0,NAN,,39.2,🟡 Orta,0.3917351968032202,🟠 ORTA-YÜKSEK,1
1467.0,NAN,11.0,NAN,,41.4,🟡 Orta,0.41369023519589027,🟠 ORTA-YÜKSEK,1
1470.0,NAN,8.0,NAN,,52.1,🟠 Yüksek,0.5213974293457001,🟠 ORTA-YÜKSEK,1
1471.0,NAN,12.0,NAN,,20.6,🟢 Düşük,0.2058126274909292,🟠 ORTA-YÜKSEK,0
1472.0,NAN,8.0,NAN,,45.3,🟡 Orta,0.45339803473235535,🟠 ORTA-YÜKSEK,1
1473.0,NAN,12.0,NAN,,15.5,🟢 Düşük,0.1550406197813672,🟠 ORTA-YÜKSEK,0
1474.0,NAN,5.0,NAN,,68.4,🟠 Yüksek,0.6835139776218601,🟠 ORTA-YÜKSEK,1
1475.0,NAN,3.0,NAN,,16.5,🟢 Düşük,0.16519793237564362,🟠 ORTA-YÜKSEK,0
1476.0,NAN,12.0,NAN,,5.6,🟢 Düşük,0.05640212848114623,🟠 ORTA-YÜKSEK,0
1477.0,NAN,0.0,NAN,,6.4,🟢 Düşük,0.06370693594660488,🟠 ORTA-YÜKSEK,0
1478.0,NAN,9.0,NAN,,38.5,🟡 Orta,0.38486449055707317,🟠 ORTA-YÜKSEK,1
1479.0,NAN,12.0,NAN,,26.3,🟡 Orta,0.2625233769281084,🟠 ORTA-YÜKSEK,0
1480.0,NAN,10.0,NAN,,40.8,🟡 Orta,0.40783773394239115,🟠 ORTA-YÜKSEK,1
1481.0,NAN,12.0,NAN,,51.4,🟠 Yüksek,0.513798448438911,🟠 ORTA-YÜKSEK,0
1482.0,NAN,9.0,NAN,,24.8,🟢 Düşük,0.24842039295282325,🟠 ORTA-YÜKSEK,0
1483.0,NAN,9.0,NAN,,44.1,🟡 Orta,0.44055898698576135,🟠 ORTA-YÜKSEK,1
1484.0,NAN,7.0,NAN,,32.2,🟡 Orta,0.32171095614431083,🟠 ORTA-YÜKSEK,1
1485.0,NAN,11.0,NAN,,20.7,🟢 Düşük,0.2072443765442577,🟠 ORTA-YÜKSEK,0
1486.0,NAN,9.0,NAN,,51.6,🟠 Yüksek,0.5158523288142548,🟠 ORTA-YÜKSEK,1
1487.0,NAN,12.0,NAN,,10.8,🟢 Düşük,0.10756692726093636,🟠 ORTA-YÜKSEK,0
1488.0,NAN,11.0,NAN,,11.4,🟢 Düşük,0.11445305921530151,🟠 ORTA-YÜKSEK,0
1489.0,NAN,4.0,NAN,,28.6,🟡 Orta,0.28643544011043415,🟠 ORTA-YÜKSEK,0
1490.0,NAN,9.0,NAN,,64.3,🟠 Yüksek,0.6426591987914435,🟠 ORTA-YÜKSEK,1
1491.0,NAN,10.0,NAN,,33.1,🟡 Orta,0.33115058459882774,🟠 ORTA-YÜKSEK,0
1492.0,NAN,10.0,NAN,,6.3,🟢 Düşük,0.06251004614484942,🟠 ORTA-YÜKSEK,0
1493.0,NAN,10.0,NAN,,68.0,🟠 Yüksek,0.6800281788355875,🟠 ORTA-YÜKSEK,1
1494.0,NAN,9.0,NAN,,22.6,🟢 Düşük,0.22551165645355073,🟠 ORTA-YÜKSEK,0
1495.0,NAN,4.0,NAN,,7.8,🟢 Düşük,0.0779389797425202,🟠 ORTA-YÜKSEK,0
