SIDARAC,marka,arac_yasi,yakitturu,garaj_ilce,RF_ARIZA_SKORU,RF_RISK_ETIKETI,RF_ARIZA_OLASILIGI,RİSK_SEVİYESİ,HEDEF_ARIZA_30GUN
3188.0,OTOKAR,12.0,MOTORIN,Kartal,94.8,🔴 Kritik,0.948432330693055,🔴 YÜKSEK RİSK,1
3189.0,OTOKAR,12.0,MOTORIN,Kartal,94.0,🔴 Kritik,0.9395939508669219,🔴 YÜKSEK RİSK,1
3190.0,OTOKAR,12.0,MOTORIN,Kartal,84.5,🔴 Kritik,0.8452147639574334,🔴 YÜKSEK RİSK,1
3191.0,OTOKAR,12.0,MOTORIN,Kartal,88.5,🔴 Kritik,0.8852156088645509,🔴 YÜKSEK RİSK,1
3192.0,OTOKAR,12.0,MOTORIN,Kartal,86.8,🔴 Kritik,0.8680309751364278,🔴 YÜKSEK RİSK,1
3193.0,OTOKAR,12.0,MOTORIN,Kartal,88.2,🔴 Kritik,0.8820900037424712,🔴 YÜKSEK RİSK,1
3194.0,OTOKAR,12.0,MOTORIN,Kartal,91.9,🔴 Kritik,0.9193723638690665,🔴 YÜKSEK RİSK,1
3195.0,OTOKAR,12.0,MOTORIN,Sultangazi,95.4,🔴 Kritik,0.9541769358589725,🔴 YÜKSEK RİSK,1
3196.0,OTOKAR,12.0,MOTORIN,Sultangazi,95.7,🔴 Kritik,0.9571587199517818,🔴 YÜKSEK RİSK,1
3197.0,OTOKAR,12.0,MOTORIN,Sultangazi,87.3,🔴 Kritik,0.8734643617633059,🔴 YÜKSEK RİSK,1
3198.0,OTOKAR,12.0,MOTORIN,Sultangazi,91.9,🔴 Kritik,0.918598905953257,🔴 YÜKSEK RİSK,1
3199.0,OTOKAR,12.0,MOTORIN,Sultangazi,80.7,🔴 Kritik,0.8067716467136957,🔴 YÜKSEK RİSK,1
3200.0,OTOKAR,12.0,MOTORIN,Fatih,88.0,🔴 Kritik,0.880160669669944,🔴 YÜKSEK RİSK,1
3201.0,OTOKAR,12.0,MOTORIN,Sultangazi,63.7,🟠 Yüksek,0.6368419432675134,🔴 YÜKSEK RİSK,0
3202.0,OTOKAR,12.0,MOTORIN,Sultangazi,82.7,🔴 Kritik,0.8274885901680505,🔴 YÜKSEK RİSK,1
3203.0,OTOKAR,12.0,MOTORIN,Pendik,97.1,🔴 Kritik,0.9708209309293082,🔴 YÜKSEK RİSK,1
3204.0,OTOKAR,12.0,MOTORIN,Pendik,92.0,🔴 Kritik,0.919598534442795,🔴 YÜKSEK RİSK,1
3205.0,OTOKAR,12.0,MOTORIN,Pendik,89.0,🔴 Kritik,0.889538690068504,🔴 YÜKSEK RİSK,1
3206.0,OTOKAR,12.0,MOTORIN,Pendik,94.9,🔴 Kritik,0.9494131303413983,🔴 YÜKSEK RİSK,1
3207.0,OTOKAR,12.0,MOTORIN,Pendik,91.5,🔴 Kritik,0.9153289137014886,🔴 YÜKSEK RİSK,1
3208.0,OTOKAR,12.0,MOTORIN,Pendik,89.7,🔴 Kritik,0.8968822012880439,🔴 YÜKSEK RİSK,1
3209.0,OTOKAR,12.0,MOTORIN,Pendik,91.4,🔴 Kritik,0.9143584777448573,🔴 YÜKSEK RİSK,1
3210.0,OTOKAR,12.0,MOTORIN,Pendik,89.3,🔴 Kritik,0.8934571505520273,🔴 YÜKSEK RİSK,1
3211.0,OTOKAR,12.0,MOTORIN,Pendik,91.9,🔴 Kritik,0.9188184203621546,🔴 YÜKSEK RİSK,1
3212.0,OTOKAR,12.0,MOTORIN,Pendik,91.7,🔴 Kritik,0.916889914272108,🔴 YÜKSEK RİSK,1
3213.0,OTOKAR,12.0,MOTORIN,Pendik,88.2,🔴 Kritik,0.8820653880514029,🔴 YÜKSEK RİSK,1
3214.0,OTOKAR,12.0,MOTORIN,Pendik,92.8,🔴 Kritik,0.9281577094126504,🔴 YÜKSEK RİSK,1
3215.0,OTOKAR,12.0,MOTORIN,Pendik,96.7,🔴 Kritik,0.9670558140203738,🔴 YÜKSEK RİSK,1
3216.0,OTOKAR,12.0,MOTORIN,Sancaktepe,82.0,🔴 Kritik,0.8196915514460434,🔴 YÜKSEK RİSK,1
3217.0,OTOKAR,12.0,MOTORIN,Sancaktepe,44.9,🟡 Orta,0.4489722612555706,🔴 YÜKSEK RİSK,0
3218.0,OTOKAR,12.0,MOTORIN,Kartal,80.7,🔴 Kritik,0.8071630945870021,🔴 YÜKSEK RİSK,1
3219.0,OTOKAR,12.0,MOTORIN,Kartal,89.6,🔴 Kritik,0.8956814960700382,🔴 YÜKSEK RİSK,1
3220.0,OTOKAR,12.0,MOTORIN,Kartal,90.6,🔴 Kritik,0.9064597527630838,🔴 YÜKSEK RİSK,1
3221.0,OTOKAR,12.0,MOTORIN,Kartal,83.5,🔴 Kritik,0.8353509772640306,🔴 YÜKSEK RİSK,1
3222.0,OTOKAR,12.0,MOTORIN,Kartal,55.8,🟠 Yüksek,0.5580712362750454,🔴 YÜKSEK RİSK,0
3223.0,OTOKAR,12.0,MOTORIN,Kartal,68.7,🟠 Yüksek,0.687307521802025,🔴 YÜKSEK RİSK,1
3224.0,OTOKAR,12.0,MOTORIN,Kartal,86.1,🔴 Kritik,0.8607270692192488,🔴 YÜKSEK RİSK,1
3225.0,OTOKAR,12.0,MOTORIN,Kartal,75.5,🔴 Kritik,0.7552039160785591,🔴 YÜKSEK RİSK,1
3226.0,OTOKAR,12.0,MOTORIN,Kartal,41.7,🟡 Orta,0.4173788839242318,🔴 YÜKSEK RİSK,0
3227.0,OTOKAR,12.0,MOTORIN,Kartal,63.6,🟠 Yüksek,0.6361478110863567,🟠 ORTA-YÜKSEK,1
3228.0,OTOKAR,12.0,MOTORIN,Kartal,53.0,🟠 Yüksek,0.5303454554052857,🔴 YÜKSEK RİSK,0
3229.0,OTOKAR,12.0,MOTORIN,Kartal,44.7,🟡 Orta,0.4474309927210719,🔴 YÜKSEK RİSK,0
3230.0,MERCEDES,19.0,MOTORIN,Ataşehir,92.5,🔴 Kritik,0.9245435466001548,🔴 YÜKSEK RİSK,1
3231.0,MERCEDES,19.0,MOTORIN,Ataşehir,14.9,🟢 Düşük,0.14929858134897717,🟠 ORTA-YÜKSEK,0
3232.0,MERCEDES,19.0,MOTORIN,Ataşehir,79.8,🔴 Kritik,0.7978215144607553,🔴 YÜKSEK RİSK,1
3233.0,MERCEDES,19.0,MOTORIN,Ataşehir,65.8,🟠 Yüksek,0.6583031146746269,🟠 ORTA-YÜKSEK,1
3234.0,MERCEDES,19.0,MOTORIN,Ataşehir,61.8,🟠 Yüksek,0.61822986745239,🔴 YÜKSEK RİSK,0
3235.0,MERCEDES,19.0,MOTORIN,Ataşehir,83.6,🔴 Kritik,0.8359336520475145,🔴 YÜKSEK RİSK,1
3236.0,MERCEDES,19.0,MOTORIN,Ataşehir,91.3,🔴 Kritik,0.9134378005305257,🔴 YÜKSEK RİSK,1
3237.0,MERCEDES,19.0,MOTORIN,Ataşehir,91.4,🔴 Kritik,0.913568868172784,🔴 YÜKSEK RİSK,1
3238.0,MERCEDES,18.0,MOTORIN,Ataşehir,92.0,🔴 Kritik,0.9196896232537354,🔴 YÜKSEK RİSK,1
3239.0,MERCEDES,18.0,MOTORIN,Ataşehir,90.6,🔴 Kritik,0.9064724476231026,🔴 YÜKSEK RİSK,1
3240.0,MERCEDES,18.0,MOTORIN,Ataşehir,92.1,🔴 Kritik,0.9205334225888864,🔴 YÜKSEK RİSK,1
3241.0,MERCEDES,18.0,MOTORIN,Ataşehir,91.0,🔴 Kritik,0.9097038638618627,🔴 YÜKSEK RİSK,1
3242.0,MERCEDES,19.0,MOTORIN,Küçükçekmece,95.2,🔴 Kritik,0.9521130986200389,🔴 YÜKSEK RİSK,1
3243.0,MERCEDES,19.0,MOTORIN,Küçükçekmece,96.0,🔴 Kritik,0.9601531685274824,🔴 YÜKSEK RİSK,1
3244.0,MERCEDES,19.0,MOTORIN,Küçükçekmece,50.7,🟠 Yüksek,0.507158005253752,🔴 YÜKSEK RİSK,0
3245.0,MERCEDES,19.0,MOTORIN,Beykoz,91.8,🔴 Kritik,0.9177066665459371,🔴 YÜKSEK RİSK,1
3246.0,MERCEDES,18.0,MOTORIN,Eyüpsultan,96.5,🔴 Kritik,0.9654506346718847,🔴 YÜKSEK RİSK,1
3247.0,MERCEDES,18.0,MOTORIN,Eyüpsultan,96.8,🔴 Kritik,0.9679182408020759,🔴 YÜKSEK RİSK,0
3248.0,MERCEDES,18.0,MOTORIN,Eyüpsultan,96.9,🔴 Kritik,0.9687826292508513,🔴 YÜKSEK RİSK,1
3249.0,MERCEDES,18.0,MOTORIN,Eyüpsultan,96.2,🔴 Kritik,0.9616502827545652,🔴 YÜKSEK RİSK,1
3250.0,MERCEDES,18.0,MOTORIN,Eyüpsultan,98.5,🔴 Kritik,0.9845468489706196,🔴 YÜKSEK RİSK,1
3251.0,MERCEDES,17.0,MOTORIN,Eyüpsultan,99.4,🔴 Kritik,0.9936189799614339,🔴 YÜKSEK RİSK,1
3252.0,MERCEDES,17.0,MOTORIN,Eyüpsultan,85.7,🔴 Kritik,0.856927342543232,🔴 YÜKSEK RİSK,1
3253.0,KARSAN,12.0,CNG,Kağıthane,61.1,🟠 Yüksek,0.6106447889309135,🔴 YÜKSEK RİSK,0
3254.0,KARSAN,12.0,CNG,Kağıthane,83.5,🔴 Kritik,0.8345645714551414,🔴 YÜKSEK RİSK,1
3255.0,KARSAN,12.0,CNG,Kağıthane,74.3,🟠 Yüksek,0.7428257058429902,🔴 YÜKSEK RİSK,1
3256.0,KARSAN,12.0,CNG,Kağıthane,92.0,🔴 Kritik,0.919896228999097,🔴 YÜKSEK RİSK,1
3257.0,KARSAN,12.0,MOTORIN,Pendik,93.3,🔴 Kritik,0.9329088215965418,🔴 YÜKSEK RİSK,1
3258.0,KARSAN,12.0,MOTORIN,Küçükçekmece,89.1,🔴 Kritik,0.8914346901235065,🔴 YÜKSEK RİSK,1
3259.0,KARSAN,12.0,MOTORIN,Pendik,91.9,🔴 Kritik,0.9191793754465327,🔴 YÜKSEK RİSK,1
3260.0,KARSAN,12.0,MOTORIN,Pendik,91.4,🔴 Kritik,0.9140704062582351,🔴 YÜKSEK RİSK,1
3261.0,KARSAN,12.0,MOTORIN,Pendik,93.8,🔴 Kritik,0.9380400920307647,🔴 YÜKSEK RİSK,1
3262.0,KARSAN,12.0,MOTORIN,Küçükçekmece,92.5,🔴 Kritik,0.9254932564035211,🔴 YÜKSEK RİSK,1
3263.0,KARSAN,12.0,MOTORIN,Küçükçekmece,93.2,🔴 Kritik,0.9318260068386521,🔴 YÜKSEK RİSK,1
3264.0,KARSAN,12.0,MOTORIN,Küçükçekmece,96.7,🔴 Kritik,0.9669151154283904,🔴 YÜKSEK RİSK,1
3265.0,KARSAN,12.0,MOTORIN,Küçükçekmece,97.5,🔴 Kritik,0.9752590807667633,🔴 YÜKSEK RİSK,1
3266.0,KARSAN,12.0,MOTORIN,Küçükçekmece,79.7,🔴 Kritik,0.7973876679984135,🔴 YÜKSEK RİSK,0
3267.0,KARSAN,12.0,MOTORIN,Küçükçekmece,92.6,🔴 Kritik,0.9260157383667708,🔴 YÜKSEK RİSK,1
3268.0,KARSAN,12.0,MOTORIN,Küçükçekmece,95.5,🔴 Kritik,0.9549524161901333,🔴 YÜKSEK RİSK,1
3269.0,KARSAN,12.0,MOTORIN,Küçükçekmece,93.5,🔴 Kritik,0.9345490325693995,🔴 YÜKSEK RİSK,1
3270.0,KARSAN,12.0,MOTORIN,Küçükçekmece,96.2,🔴 Kritik,0.962142698372532,🔴 YÜKSEK RİSK,1
3271.0,KARSAN,12.0,MOTORIN,Küçükçekmece,87.0,🔴 Kritik,0.8700224523780891,🔴 YÜKSEK RİSK,1
3272.0,KARSAN,12.0,MOTORIN,Küçükçekmece,92.3,🔴 Kritik,0.9232436322002708,🔴 YÜKSEK RİSK,1
3273.0,KARSAN,12.0,MOTORIN,Küçükçekmece,96.9,🔴 Kritik,0.968754980238966,🔴 YÜKSEK RİSK,1
3274.0,KARSAN,12.0,MOTORIN,Küçükçekmece,93.4,🔴 Kritik,0.9337174706762543,🔴 YÜKSEK RİSK,1
3275.0,KARSAN,12.0,MOTORIN,Pendik,96.7,🔴 Kritik,0.9667770995147041,🔴 YÜKSEK RİSK,1
3276.0,KARSAN,12.0,MOTORIN,Pendik,95.9,🔴 Kritik,0.9593898500778616,🔴 YÜKSEK RİSK,1
3277.0,KARSAN,12.0,MOTORIN,Pendik,92.5,🔴 Kritik,0.9253752424911226,🔴 YÜKSEK RİSK,1
3278.0,KARSAN,12.0,MOTORIN,Pendik,89.4,🔴 Kritik,0.8941737963298286,🔴 YÜKSEK RİSK,1
3279.0,KARSAN,12.0,MOTORIN,Pendik,93.5,🔴 Kritik,0.9351376849804027,🔴 YÜKSEK RİSK,1
3280.0,BMC,8.0,MOTORIN,Küçükçekmece,96.4,🔴 Kritik,0.9643173443941212,🟠 ORTA-YÜKSEK,1
3281.0,BMC,8.0,MOTORIN,Küçükçekmece,95.0,🔴 Kritik,0.9502246748801062,🟠 ORTA-YÜKSEK,1
3282.0,BMC,8.0,MOTORIN,Küçükçekmece,98.2,🔴 Kritik,0.981575905220212,🔴 YÜKSEK RİSK,1
3283.0,BMC,8.0,MOTORIN,Küçükçekmece,97.6,🔴 Kritik,0.9755990726184323,🔴 YÜKSEK RİSK,1
3284.0,BMC,8.0,MOTORIN,Küçükçekmece,97.2,🔴 Kritik,0.9721319419850828,🟠 ORTA-YÜKSEK,1
3285.0,BMC,8.0,MOTORIN,Küçükçekmece,98.0,🔴 Kritik,0.9803402061516124,🔴 YÜKSEK RİSK,1
3286.0,BMC,8.0,MOTORIN,Küçükçekmece,98.6,🔴 Kritik,0.9859483216929923,🟠 ORTA-YÜKSEK,1
3287.0,BMC,8.0,MOTORIN,Küçükçekmece,83.8,🔴 Kritik,0.8381671515038522,🔴 YÜKSEK RİSK,1
3288.0,BMC,8.0,MOTORIN,Küçükçekmece,96.2,🔴 Kritik,0.9619789806081464,🔴 YÜKSEK RİSK,1
3289.0,BMC,8.0,MOTORIN,Küçükçekmece,92.1,🔴 Kritik,0.9209785480252104,🔴 YÜKSEK RİSK,1
3290.0,BMC,8.0,MOTORIN,Küçükçekmece,97.8,🔴 Kritik,0.9778276830487104,🔴 YÜKSEK RİSK,1
3291.0,BMC,8.0,MOTORIN,Küçükçekmece,87.3,🔴 Kritik,0.8734615331764908,🟠 ORTA-YÜKSEK,1
3292.0,BMC,8.0,MOTORIN,Küçükçekmece,95.5,🔴 Kritik,0.9553507936319947,🔴 YÜKSEK RİSK,1
3293.0,GREEN CAR,5.0,ELEKTRIK,ADALAR,6.6,🟢 Düşük,0.06630914112590967,🟠 ORTA-YÜKSEK,0
3294.0,GREEN CAR,5.0,ELEKTRIK,ADALAR,10.2,🟢 Düşük,0.10200171908023753,🟠 ORTA-YÜKSEK,0
3296.0,GREEN CAR,5.0,ELEKTRIK,ADALAR,6.5,🟢 Düşük,0.06476243186068538,🟠 ORTA-YÜKSEK,0
3297.0,GREEN CAR,5.0,ELEKTRIK,ADALAR,5.7,🟢 Düşük,0.05652789065927045,🟠 ORTA-YÜKSEK,0
3298.0,GREEN CAR,5.0,ELEKTRIK,ADALAR,9.2,🟢 Düşük,0.0916345647294726,🟠 ORTA-YÜKSEK,0
3299.0,GREEN CAR,5.0,ELEKTRIK,ADALAR,9.5,🟢 Düşük,0.09542888277861833,🟠 ORTA-YÜKSEK,0
3300.0,GREEN CAR,5.0,ELEKTRIK,ADALAR,7.2,🟢 Düşük,0.07159173289930182,🟠 ORTA-YÜKSEK,0
3301.0,BMC,8.0,MOTORIN,Küçükçekmece,97.2,🔴 Kritik,0.9717605456196082,🔴 YÜKSEK RİSK,1
3302.0,BMC,8.0,MOTORIN,Küçükçekmece,98.3,🔴 Kritik,0.9831437627591351,🔴 YÜKSEK RİSK,1
3303.0,BMC,8.0,MOTORIN,Küçükçekmece,97.4,🔴 Kritik,0.9736517316863371,🔴 YÜKSEK RİSK,1
3304.0,BMC,8.0,MOTORIN,Küçükçekmece,94.1,🔴 Kritik,0.9410961812128682,🔴 YÜKSEK RİSK,1
3305.0,BMC,8.0,MOTORIN,Küçükçekmece,96.5,🔴 Kritik,0.9648789814915976,🟠 ORTA-YÜKSEK,1
3306.0,BMC,8.0,MOTORIN,Küçükçekmece,96.8,🔴 Kritik,0.967746933858209,🔴 YÜKSEK RİSK,1
3307.0,BMC,8.0,MOTORIN,Küçükçekmece,83.1,🔴 Kritik,0.8312536108477981,🔴 YÜKSEK RİSK,1
3309.0,AKIA,3.0,MOTORIN,Eyüpsultan,86.7,🔴 Kritik,0.8674695498769046,🟠 ORTA-YÜKSEK,1
3310.0,AKIA,3.0,MOTORIN,Eyüpsultan,95.0,🔴 Kritik,0.9502959226981862,🔴 YÜKSEK RİSK,1
3311.0,AKIA,3.0,MOTORIN,Eyüpsultan,94.1,🔴 Kritik,0.9410235629077149,🔴 YÜKSEK RİSK,1
3312.0,AKIA,3.0,MOTORIN,Eyüpsultan,52.8,🟠 Yüksek,0.5281462297522294,🟠 ORTA-YÜKSEK,0
3313.0,AKIA,3.0,MOTORIN,Eyüpsultan,91.7,🔴 Kritik,0.9165930106555041,🟠 ORTA-YÜKSEK,1
3314.0,NAN,11.0,NAN,,23.5,🟢 Düşük,0.23531976202748253,🟠 ORTA-YÜKSEK,0
3315.0,NAN,12.0,NAN,,20.6,🟢 Düşük,0.205824028728274,🟠 ORTA-YÜKSEK,0
3316.0,NAN,1.0,NAN,,5.9,🟢 Düşük,0.05880093101423217,🟠 ORTA-YÜKSEK,0
3317.0,NAN,7.0,NAN,,5.6,🟢 Düşük,0.056061540847515356,🟠 ORTA-YÜKSEK,0
3318.0,NAN,7.0,NAN,,28.0,🟡 Orta,0.27980039454643424,🟠 ORTA-YÜKSEK,0
3319.0,NAN,0.0,NAN,,15.9,🟢 Düşük,0.15915406820744196,🟠 ORTA-YÜKSEK,0
3320.0,NAN,6.0,NAN,,40.1,🟡 Orta,0.40098455988578663,🟠 ORTA-YÜKSEK,1
3321.0,NAN,7.0,NAN,,30.0,🟡 Orta,0.2998883273460989,🟠 ORTA-YÜKSEK,0
3322.0,NAN,8.0,NAN,,47.6,🟡 Orta,0.4756863512456515,🟠 ORTA-YÜKSEK,1
3323.0,NAN,8.0,NAN,,7.1,🟢 Düşük,0.07103013837124134,🟠 ORTA-YÜKSEK,0
3324.0,NAN,1.0,NAN,,4.1,🟢 Düşük,0.0408871549834854,🟠 ORTA-YÜKSEK,0
3325.0,NAN,1.0,NAN,,53.9,🟠 Yüksek,0.539393338034629,🟠 ORTA-YÜKSEK,1
3326.0,NAN,4.0,NAN,,38.1,🟡 Orta,0.38092905114530806,🟠 ORTA-YÜKSEK,1
3327.0,NAN,6.0,NAN,,40.8,🟡 Orta,0.407977518873632,🟠 ORTA-YÜKSEK,1
3328.0,NAN,4.0,NAN,,66.1,🟠 Yüksek,0.6614688432920041,🟠 ORTA-YÜKSEK,0
3329.0,NAN,6.0,NAN,,16.2,🟢 Düşük,0.16182831985124346,🟠 ORTA-YÜKSEK,0
3330.0,NAN,8.0,NAN,,60.4,🟠 Yüksek,0.6041416100610029,🟠 ORTA-YÜKSEK,1
3331.0,NAN,9.0,NAN,,3.4,🟢 Düşük,0.03441047269937103,🟠 ORTA-YÜKSEK,0
3332.0,NAN,3.0,NAN,,37.5,🟡 Orta,0.37504645840489814,🟠 ORTA-YÜKSEK,1
3333.0,NAN,3.0,NAN,,17.5,🟢 Düşük,0.1746795215872203,🟠 ORTA-YÜKSEK,0
3334.0,NAN,3.0,NAN,,17.5,🟢 Düşük,0.17474070943818618,🟠 ORTA-YÜKSEK,0
3335.0,OTOKAR,3.0,MOTORIN,Kadıköy,93.6,🔴 Kritik,0.935943053598182,🔴 YÜKSEK RİSK,1
3336.0,OTOKAR,3.0,MOTORIN,Kadıköy,96.7,🔴 Kritik,0.9670083667936816,🔴 YÜKSEK RİSK,1
3337.0,NAN,1.0,NAN,,11.3,🟢 Düşük,0.11337042746508925,🟠 ORTA-YÜKSEK,0
3338.0,NAN,8.0,NAN,,9.1,🟢 Düşük,0.09107664300133327,🟠 ORTA-YÜKSEK,0
3339.0,NAN,8.0,NAN,,29.3,🟡 Orta,0.2933438494744586,🟠 ORTA-YÜKSEK,0
3340.0,NAN,10.0,NAN,,22.5,🟢 Düşük,0.2253859811234796,🟠 ORTA-YÜKSEK,0
3341.0,NAN,11.0,NAN,,56.5,🟠 Yüksek,0.5653962375889087,🟠 ORTA-YÜKSEK,1
3342.0,NAN,0.0,NAN,,20.5,🟢 Düşük,0.20450242196054488,🟠 ORTA-YÜKSEK,0
3343.0,NAN,9.0,NAN,,23.1,🟢 Düşük,0.2311595489562537,🟠 ORTA-YÜKSEK,0
3344.0,NAN,10.0,NAN,,37.9,🟡 Orta,0.37852412776221267,🟠 ORTA-YÜKSEK,1
3345.0,NAN,10.0,NAN,,28.8,🟡 Orta,0.2884198498049421,🟠 ORTA-YÜKSEK,0
3346.0,NAN,7.0,NAN,,11.9,🟢 Düşük,0.11917004560036715,🟠 ORTA-YÜKSEK,0
3347.0,NAN,2.0,NAN,,23.7,🟢 Düşük,0.23679985430449085,🟠 ORTA-YÜKSEK,0
3348.0,NAN,12.0,NAN,,34.8,🟡 Orta,0.34755848992689503,🟠 ORTA-YÜKSEK,1
3349.0,MERCEDES,17.0,MOTORIN,Eyüpsultan,98.2,🔴 Kritik,0.9818228047235559,🔴 YÜKSEK RİSK,1
3350.0,MERCEDES,19.0,MOTORIN,Ataşehir,60.5,🟠 Yüksek,0.6054690804397521,🔴 YÜKSEK RİSK,0
3351.0,MERCEDES,19.0,MOTORIN,Ataşehir,95.3,🔴 Kritik,0.9532057314827012,🔴 YÜKSEK RİSK,1
3352.0,KARSAN,12.0,MOTORIN,Küçükçekmece,96.6,🔴 Kritik,0.9657243483333977,🔴 YÜKSEK RİSK,1
3353.0,MERCEDES,19.0,MOTORIN,Ataşehir,84.6,🔴 Kritik,0.8457126651475602,🔴 YÜKSEK RİSK,1
3354.0,OTOKAR,12.0,MOTORIN,Pendik,91.0,🔴 Kritik,0.9101532225334578,🔴 YÜKSEK RİSK,1
3355.0,KARSAN,12.0,CNG,Kağıthane,69.8,🟠 Yüksek,0.6975962325286222,🔴 YÜKSEK RİSK,1
3358.0,MERCEDES,19.0,MOTORIN,Beykoz,76.8,🔴 Kritik,0.7684789070787782,🔴 YÜKSEK RİSK,1
3359.0,OTOKAR,12.0,MOTORIN,Kartal,92.5,🔴 Kritik,0.924914849199709,🔴 YÜKSEK RİSK,1
3360.0,KARSAN,12.0,CNG,Kağıthane,77.9,🔴 Kritik,0.7788306328227871,🔴 YÜKSEK RİSK,1
3362.0,SGMS,4.0,ELEKTRIK,ADALAR,24.7,🟢 Düşük,0.24683557558085029,🟠 ORTA-YÜKSEK,0
3364.0,SGMS,4.0,ELEKTRIK,ADALAR,27.5,🟡 Orta,0.275028302231226,🟠 ORTA-YÜKSEK,1
3366.0,MERCEDES,10.0,MOTORIN,Kadıköy,98.6,🔴 Kritik,0.98611631562164,🔴 YÜKSEK RİSK,1
3367.0,MERCEDES,10.0,MOTORIN,Kadıköy,99.7,🔴 Kritik,0.9965268162698264,🔴 YÜKSEK RİSK,1
3368.0,MERCEDES,10.0,MOTORIN,Kadıköy,95.4,🔴 Kritik,0.9538157674203197,🔴 YÜKSEK RİSK,1
3369.0,MERCEDES,10.0,MOTORIN,Kadıköy,99.4,🔴 Kritik,0.9944752797593108,🔴 YÜKSEK RİSK,1
3370.0,MERCEDES,10.0,MOTORIN,Kadıköy,98.8,🔴 Kritik,0.9876515707938567,🔴 YÜKSEK RİSK,1
3371.0,MERCEDES,10.0,MOTORIN,Kadıköy,96.9,🔴 Kritik,0.9686206224114354,🔴 YÜKSEK RİSK,1
3372.0,MERCEDES,10.0,MOTORIN,Kadıköy,97.2,🔴 Kritik,0.972373190557934,🔴 YÜKSEK RİSK,1
3373.0,MERCEDES,10.0,MOTORIN,Kadıköy,98.6,🔴 Kritik,0.9861554760293163,🔴 YÜKSEK RİSK,1
3374.0,MERCEDES,10.0,MOTORIN,Kadıköy,99.2,🔴 Kritik,0.9924537646519181,🔴 YÜKSEK RİSK,1
3375.0,KARSAN,12.0,CNG,Kağıthane,74.7,🟠 Yüksek,0.7470413702312524,🔴 YÜKSEK RİSK,1
3376.0,KARSAN,12.0,MOTORIN,Pendik,95.4,🔴 Kritik,0.9541429124887466,🔴 YÜKSEK RİSK,1
3377.0,OTOKAR,12.0,MOTORIN,Sultangazi,68.0,🟠 Yüksek,0.6798183478270589,🔴 YÜKSEK RİSK,1
3378.0,TEMSA,11.0,CNG,Küçükçekmece,92.7,🔴 Kritik,0.9271171906802445,🔴 YÜKSEK RİSK,1
3379.0,TEMSA,11.0,CNG,Küçükçekmece,88.4,🔴 Kritik,0.8844741157140932,🔴 YÜKSEK RİSK,1
3380.0,TEMSA,11.0,CNG,Küçükçekmece,88.5,🔴 Kritik,0.8846507960039997,🔴 YÜKSEK RİSK,0
3381.0,TEMSA,11.0,CNG,Küçükçekmece,80.8,🔴 Kritik,0.807909041247349,🔴 YÜKSEK RİSK,0
3382.0,TEMSA,11.0,CNG,Küçükçekmece,87.1,🔴 Kritik,0.87062005310657,🔴 YÜKSEK RİSK,1
3383.0,TEMSA,11.0,CNG,Küçükçekmece,95.8,🔴 Kritik,0.957861459643264,🔴 YÜKSEK RİSK,1
3384.0,TEMSA,11.0,CNG,Küçükçekmece,69.8,🟠 Yüksek,0.6982858288254506,🔴 YÜKSEK RİSK,0
3385.0,TEMSA,11.0,CNG,Küçükçekmece,92.3,🔴 Kritik,0.9228884766220085,🔴 YÜKSEK RİSK,1
3386.0,TEMSA,11.0,CNG,Küçükçekmece,66.3,🟠 Yüksek,0.6627726104126498,🔴 YÜKSEK RİSK,0
3387.0,TEMSA,11.0,CNG,Küçükçekmece,94.9,🔴 Kritik,0.948546609907468,🔴 YÜKSEK RİSK,1
3388.0,BMC,13.0,MOTORIN,Küçükçekmece,95.1,🔴 Kritik,0.9507385502195338,🔴 YÜKSEK RİSK,1
3389.0,BMC,9.0,MOTORIN,Küçükçekmece,92.3,🔴 Kritik,0.9232179759752018,🔴 YÜKSEK RİSK,1
3390.0,BMC,9.0,MOTORIN,Küçükçekmece,96.1,🔴 Kritik,0.9613994275163772,🔴 YÜKSEK RİSK,1
3391.0,BMC,9.0,MOTORIN,Küçükçekmece,95.0,🔴 Kritik,0.9501051226223141,🔴 YÜKSEK RİSK,1
3392.0,BMC,9.0,MOTORIN,Küçükçekmece,91.6,🔴 Kritik,0.9164823104135411,🔴 YÜKSEK RİSK,1
3393.0,BMC,9.0,MOTORIN,Küçükçekmece,71.3,🟠 Yüksek,0.7134526912683182,🔴 YÜKSEK RİSK,0
3394.0,BMC,8.0,MOTORIN,Küçükçekmece,96.5,🔴 Kritik,0.9652598447573446,🟠 ORTA-YÜKSEK,1
3395.0,BMC,8.0,MOTORIN,Küçükçekmece,99.1,🔴 Kritik,0.9909423523710338,🔴 YÜKSEK RİSK,1
3396.0,BMC,8.0,MOTORIN,Küçükçekmece,95.7,🔴 Kritik,0.9566116631832431,🔴 YÜKSEK RİSK,1
3397.0,BMC,8.0,MOTORIN,Küçükçekmece,97.4,🔴 Kritik,0.9735960647565689,🔴 YÜKSEK RİSK,1
3398.0,BMC,8.0,MOTORIN,Küçükçekmece,97.4,🔴 Kritik,0.974061363656883,🔴 YÜKSEK RİSK,1
3399.0,NAN,0.0,NAN,,16.3,🟢 Düşük,0.16271996249418066,🟠 ORTA-YÜKSEK,0
